"","gene_name.x","gene_id.x","lsv_id.x","num_junctions.x","num_exons.x","de_novo_junctions.x","seqid.x","strand.x","lsv_junc.x","junc_start.x","junc_end.x","ir_start.x","ir_end.x","paste_into_igv_junction","exon_type.x","color_gene_name.x","Control_Control","Cycloheximide_Control","Control_TDP43KD","Cycloheximide_TDP43KD","gene_name.y","gene_id.y","lsv_id.y","num_junctions.y","num_exons.y","de_novo_junctions.y","seqid.y","strand.y","lsv_junc.y","junc_start.y","junc_end.y","ir_start.y","ir_end.y","exon_type.y","color_gene_name.y","ctrl_ctrl","ctrl_UPF1","TDP43_ctrl","TDP43_UPF1"
"864","EP400","ENSG00000183495.14","ENSG00000183495.14:t:132005077-132005184",3,"4",1,"chr12","+","ENSG00000183495.14:t:132005077-132005184_131992230-132005077",131992230,132005077,NA,NA,"chr12:131992230-132005077","target","Delta PSI < 0.05",0.0138,0.0249,0.8963,0.9047,"EP400","ENSG00000183495.14","ENSG00000183495.14:s:131992173-131992230",2,"3",1,"chr12","+","ENSG00000183495.14:s:131992173-131992230_131992230-132005077",131992230,132005077,NA,NA,"source","Delta PSI < 0.05",0.0037,0.0073,0.5094,0.5458
"865","EP400","ENSG00000183495.14","ENSG00000183495.14:t:132005077-132005184",3,"4",1,"chr12","+","ENSG00000183495.14:t:132005077-132005184_131992230-132005077",131992230,132005077,NA,NA,"chr12:131992230-132005077","target","Delta PSI < 0.05",0.0138,0.0249,0.8963,0.9047,"EP400","ENSG00000183495.14","ENSG00000183495.14:t:132005077-132005184",4,"4",1,"chr12","+","ENSG00000183495.14:t:132005077-132005184_131992230-132005077",131992230,132005077,131995013,132005076,"target","Delta PSI < 0.05",0.0039,0.0067,0.5196,0.5411
"866","EP400","ENSG00000183495.14","ENSG00000183495.14:t:132027437-132027531",2,"3",1,"chr12","+","ENSG00000183495.14:t:132027437-132027531_132023941-132027437",132023941,132027437,NA,NA,"chr12:132023941-132027437","target","Delta PSI > 0.05",0.0091,0.0486,0.0457,0.1537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","PI4KAP2","ENSG00000183506.17","ENSG00000183506.17:s:21491976-21492094",4,"3",1,"chr22","-","ENSG00000183506.17:s:21491976-21492094_21488023-21491994",21488023,21491994,21490612,21491975,"chr22:21488023-21491994","source","Delta PSI > 0.05",0.0077,0.0419,0.0613,0.1357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","PCBP3","ENSG00000183570.17","ENSG00000183570.17:s:45755417-45755452",2,"3",1,"chr21","+","ENSG00000183570.17:s:45755417-45755452_45755452-45788298",45755452,45788298,NA,NA,"chr21:45755452-45788298","source","Delta PSI < 0.05",0.0107,0.0194,0.1806,0.1972,"PCBP3","ENSG00000183570.17","ENSG00000183570.17:s:45755417-45755452",2,"3",1,"chr21","+","ENSG00000183570.17:s:45755417-45755452_45755452-45788298",45755452,45788298,NA,NA,"source","Delta PSI < 0.05",8e-04,0.0101,0.1108,0.1186
"869","PKD1P3","ENSG00000183458.14","ENSG00000183458.14:s:14918455-14919126",3,"4",1,"chr16","+","ENSG00000183458.14:s:14918455-14919126_14919126-14919863",14919126,14919863,NA,NA,"chr16:14919126-14919863","source","Delta PSI > 0.05",0.0085,0.028,0.0033,0.1181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","PKD1P3","ENSG00000183458.14","ENSG00000183458.14:t:14919863-14920083",2,"3",1,"chr16","+","ENSG00000183458.14:t:14919863-14920083_14919126-14919863",14919126,14919863,NA,NA,"chr16:14919126-14919863","target","Delta PSI > 0.05",0.0057,0.0229,0.0029,0.1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","GUSBP1","ENSG00000183666.17","ENSG00000183666.17:t:21459678-21459743",4,"5",1,"chr5","+","ENSG00000183666.17:t:21459678-21459743_21456144-21459678",21456144,21459678,NA,NA,"chr5:21456144-21459678","target","Delta PSI > 0.05",0.0312,0.0463,0.0258,0.1392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","WDR27","ENSG00000184465.16","ENSG00000184465.16:s:169658276-169658358",4,"4",0,"chr6","-","ENSG00000184465.16:s:169658276-169658358_169638660-169658276",169638660,169658276,169658047,169658275,"chr6:169638660-169658276","source","Delta PSI > 0.05",0.0038,0.0217,0.0649,0.1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","WDR27","ENSG00000184465.16","ENSG00000184465.16:t:169658276-169658358",2,"3",0,"chr6","-","ENSG00000184465.16:t:169658276-169658358_169658358-169659451",169658358,169659451,NA,NA,"chr6:169658358-169659451","target","Delta PSI > 0.05",0.0058,0.022,0.014,0.2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","PCBP3","ENSG00000183570.17","ENSG00000183570.17:s:45932235-45932362",4,"2",1,"chr21","+","ENSG00000183570.17:s:45932235-45932362_45932362-45932747",45932362,45932747,45932363,45932362,"chr21:45932362-45932747","source","Delta PSI > 0.05",0.0089,0.0031,0.005,0.1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","PCBP3","ENSG00000183570.17","ENSG00000183570.17:s:45932491-45932586",2,"2",1,"chr21","+","ENSG00000183570.17:s:45932491-45932586_45932586-45932843",45932586,45932843,45932587,45932586,"chr21:45932586-45932843","source","Delta PSI > 0.05",0.0179,0.0061,0.01,0.2167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","PCBP3","ENSG00000183570.17","ENSG00000183570.17:t:45932587-45932682",7,"4",1,"chr21","+","ENSG00000183570.17:t:45932587-45932682_45932490-45932587",45932490,45932587,45932587,45932586,"chr21:45932490-45932587","target","Delta PSI > 0.05",0.0051,0.0014,0.0025,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","PCBP3","ENSG00000183570.17","ENSG00000183570.17:t:45932747-45933162",5,"3",1,"chr21","+","ENSG00000183570.17:t:45932747-45933162_45932362-45932747",45932362,45932747,45932683,45932746,"chr21:45932362-45932747","target","Delta PSI > 0.05",0.0071,0.0025,0.004,0.1528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","PCBP3","ENSG00000183570.17","ENSG00000183570.17:t:45932747-45933162",5,"3",1,"chr21","+","ENSG00000183570.17:t:45932747-45933162_45932586-45932843",45932586,45932843,45932683,45932746,"chr21:45932586-45932843","target","Delta PSI > 0.05",0.0071,0.0025,0.004,0.1789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","BMP8A","ENSG00000183682.8","ENSG00000183682.8:s:39511174-39511363",2,"2",1,"chr1","+","ENSG00000183682.8:s:39511174-39511363_39511363-39511787",39511363,39511787,NA,NA,"chr1:39511363-39511787","source","Delta PSI > 0.05",0.0257,0.0225,0.0051,0.2276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","PRR16","ENSG00000184838.15","ENSG00000184838.15:t:120685954-120687332",6,"7",1,"chr5","+","ENSG00000184838.15:t:120685954-120687332_120672228-120685954",120672228,120685954,NA,NA,"chr5:120672228-120685954","target","Delta PSI < 0.05",0.0046,0.0018,0.3386,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","KCNH8","ENSG00000183960.9","ENSG00000183960.9:s:19450106-19450305",4,"3",1,"chr3","+","ENSG00000183960.9:s:19450106-19450305_19450274-19451155",19450274,19451155,19450306,19451154,"chr3:19450274-19451155","source","Delta PSI > 0.05",0.0039,0.041,0.0154,0.1107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","SCFD2","ENSG00000184178.16","ENSG00000184178.16:s:53145333-53145582",2,"3",1,"chr4","-","ENSG00000184178.16:s:53145333-53145582_53143787-53145333",53143787,53145333,NA,NA,"chr4:53143787-53145333","source","Delta PSI < 0.05",0.0088,0.001,0.0682,0.1092,"SCFD2","ENSG00000184178.16","ENSG00000184178.16:s:53145333-53145582",2,"3",1,"chr4","-","ENSG00000184178.16:s:53145333-53145582_53143787-53145333",53143787,53145333,NA,NA,"source","Delta PSI < 0.05",0.0013,0.0013,0.1237,0.0746
"883","ZNF829","ENSG00000185869.15","ENSG00000185869.15:s:36915796-36916291",5,"3",1,"chr19","-","ENSG00000185869.15:s:36915796-36916291_36915022-36916011",36915022,36916011,NA,NA,"chr19:36915022-36916011","source","Delta PSI > 0.05",0.0114,0.0188,0.0166,0.1441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","ZNF829","ENSG00000185869.15","ENSG00000185869.15:t:36914965-36915022",3,"3",1,"chr19","-","ENSG00000185869.15:t:36914965-36915022_36915022-36916011",36915022,36916011,NA,NA,"chr19:36915022-36916011","target","Delta PSI > 0.05",0.0094,0.0142,0.012,0.1098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","TMLHE","ENSG00000185973.12","ENSG00000185973.12:s:155612792-155612952",4,"5",1,"chrX","-","ENSG00000185973.12:s:155612792-155612952_155610943-155612792",155610943,155612792,NA,NA,"chrX:155610943-155612792","source","Delta PSI < 0.05",0.0028,0.0089,0.0625,0.1066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","RASA3","ENSG00000185989.11","ENSG00000185989.11:s:113992485-113992588",3,"4",1,"chr13","-","ENSG00000185989.11:s:113992485-113992588_113992184-113992485",113992184,113992485,NA,NA,"chr13:113992184-113992485","source","Delta PSI > 0.05",0.01,0.0023,0.1152,0.1746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","ZNF566","ENSG00000186017.15","ENSG00000186017.15:s:36489474-36489902",3,"3",1,"chr19","-","ENSG00000186017.15:s:36489474-36489902_36450001-36489486",36450001,36489486,NA,NA,"chr19:36450001-36489486","source","Delta PSI > 0.05",0.0185,0.0417,0.117,0.2055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","ZNF566","ENSG00000186017.15","ENSG00000186017.15:t:36449399-36450001",3,"4",1,"chr19","-","ENSG00000186017.15:t:36449399-36450001_36450001-36489486",36450001,36489486,NA,NA,"chr19:36450001-36489486","target","Delta PSI > 0.05",0.0079,0.0267,0.0595,0.1406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","ZNF284","ENSG00000186026.7","ENSG00000186026.7:s:44072159-44072291",3,"3",1,"chr19","+","ENSG00000186026.7:s:44072159-44072291_44072291-44074522",44072291,44074522,44072292,44074521,"chr19:44072291-44074522","source","Delta PSI > 0.05",0.0256,0.0449,0.0656,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","ZNF197","ENSG00000186448.15","ENSG00000186448.15:t:44646491-44648471",3,"3",1,"chr3","+","ENSG00000186448.15:t:44646491-44648471_44642217-44646491",44642217,44646491,44645263,44646490,"chr3:44642217-44646491","target","Delta PSI > 0.05",0.0078,0.0291,0.016,0.1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","MYT1L","ENSG00000186487.20","ENSG00000186487.20:s:1979165-1979227",7,"7",1,"chr2","-","ENSG00000186487.20:s:1979165-1979227_1961302-1979165",1961302,1979165,1974752,1979164,"chr2:1961302-1979165","source","Delta PSI < 0.05",0.0084,0.0251,0.0777,0.1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","MIR22HG","ENSG00000186594.14","ENSG00000186594.14:s:1713448-1714045",12,"5",0,"chr17","-","ENSG00000186594.14:s:1713448-1714045_1713055-1713703",1713055,1713703,1713056,1713447,"chr17:1713055-1713703","source","Delta PSI > 0.05",0.0029,0.0316,0.0133,0.1132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","EMID1","ENSG00000186998.16","ENSG00000186998.16:s:29231018-29231140",4,"5",0,"chr22","+","ENSG00000186998.16:s:29231018-29231140_29231140-29231458",29231140,29231458,NA,NA,"chr22:29231140-29231458","source","Delta PSI > 0.05",0.0167,0.0043,0.0543,0.1226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","SEMA4B","ENSG00000185033.14","ENSG00000185033.14:s:90221614-90221765",2,"3",1,"chr15","+","ENSG00000185033.14:s:90221614-90221765_90221765-90223838",90221765,90223838,NA,NA,"chr15:90221765-90223838","source","Delta PSI > 0.05",0.0192,0.0263,0.0082,0.1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","SEMA4B","ENSG00000185033.14","ENSG00000185033.14:t:90223838-90223988",2,"3",1,"chr15","+","ENSG00000185033.14:t:90223838-90223988_90221765-90223838",90221765,90223838,NA,NA,"chr15:90221765-90223838","target","Delta PSI > 0.05",0.0156,0.0208,0.0089,0.1429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","CDK10","ENSG00000185324.22","ENSG00000185324.22:t:89694931-89695070",4,"3",0,"chr16","+","ENSG00000185324.22:t:89694931-89695070_89694232-89694931",89694232,89694931,89694789,89694930,"chr16:89694232-89694931","target","Delta PSI > 0.05",0.0012,0.0299,0.0017,0.1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","AGRN","ENSG00000188157.15","ENSG00000188157.15:s:1044334-1044439",5,"3",1,"chr1","+","ENSG00000188157.15:s:1044334-1044439_1044439-1044888",1044439,1044888,1044440,1044864,"chr1:1044439-1044888","source","Delta PSI > 0.05",7e-04,3e-04,0.0397,0.1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","AGRN","ENSG00000188157.15","ENSG00000188157.15:s:1044334-1044439",5,"3",1,"chr1","+","ENSG00000188157.15:s:1044334-1044439_1044440-1044864",1044440,1044864,1044440,1044864,"chr1:1044440-1044864","source","Delta PSI < 0.05",7e-04,3e-04,0.1497,0.1187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","AGRN","ENSG00000188157.15","ENSG00000188157.15:t:1045161-1045277",4,"4",1,"chr1","+","ENSG00000188157.15:t:1045161-1045277_1044987-1045161",1044987,1045161,1044988,1045160,"chr1:1044987-1045161","target","Delta PSI > 0.05",9e-04,0.002,0.2896,0.3776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","AGRN","ENSG00000188157.15","ENSG00000188157.15:t:1045161-1045277",4,"4",1,"chr1","+","ENSG00000188157.15:t:1045161-1045277_1044988-1045160",1044988,1045160,1044988,1045160,"chr1:1044988-1045160","target","Delta PSI < 0.05",9e-04,4e-04,0.1571,0.114,"AGRN","ENSG00000188157.15","ENSG00000188157.15:t:1045161-1045277",3,"3",1,"chr1","+","ENSG00000188157.15:t:1045161-1045277_1044988-1045160",1044988,1045160,1044988,1045160,"target","Delta PSI > 0.05",2e-04,0.002,0.3127,0.3752
"901","LINC00265","ENSG00000188185.13","ENSG00000188185.13:t:39779271-39779385",2,"3",1,"chr7","+","ENSG00000188185.13:t:39779271-39779385_39772430-39779271",39772430,39779271,NA,NA,"chr7:39772430-39779271","target","Delta PSI > 0.05",0.0333,0.0378,0.0554,0.1585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","ZNF793","ENSG00000188227.13","ENSG00000188227.13:t:37523405-37523454",2,"3",0,"chr19","+","ENSG00000188227.13:t:37523405-37523454_37508403-37523410",37508403,37523410,NA,NA,"chr19:37508403-37523410","target","Delta PSI > 0.05",0.0323,0.0068,0.0114,0.1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","SDHAP1","ENSG00000185485.14","ENSG00000185485.14:s:195963104-195963421",5,"4",1,"chr3","-","ENSG00000185485.14:s:195963104-195963421_195960086-195963292",195960086,195963292,195962628,195963103,"chr3:195960086-195963292","source","Delta PSI > 0.05",0.0125,0.0371,0.0629,0.1314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","L3MBTL1","ENSG00000185513.17","ENSG00000185513.17:t:43528657-43528745",5,"6",1,"chr20","+","ENSG00000185513.17:t:43528657-43528745_43514776-43528657",43514776,43528657,NA,NA,"chr20:43514776-43528657","target","Delta PSI > 0.05",0.025,0.0025,0.0877,0.1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","L3MBTL1","ENSG00000185513.17","ENSG00000185513.17:t:43528657-43528745",5,"6",1,"chr20","+","ENSG00000185513.17:t:43528657-43528745_43515415-43528657",43515415,43528657,NA,NA,"chr20:43515415-43528657","target","Delta PSI > 0.05",0.025,0.0025,0.2869,0.4804,"L3MBTL1","ENSG00000185513.17","ENSG00000185513.17:s:43515292-43515565",3,"3",1,"chr20","+","ENSG00000185513.17:s:43515292-43515565_43515415-43528657",43515415,43528657,NA,NA,"source","Delta PSI < 0.05",0.0056,0.0013,0.1548,0.1948
"906","L3MBTL1","ENSG00000185513.17","ENSG00000185513.17:t:43528657-43528745",5,"6",1,"chr20","+","ENSG00000185513.17:t:43528657-43528745_43515415-43528657",43515415,43528657,NA,NA,"chr20:43515415-43528657","target","Delta PSI > 0.05",0.025,0.0025,0.2869,0.4804,"L3MBTL1","ENSG00000185513.17","ENSG00000185513.17:t:43528657-43528745",5,"5",1,"chr20","+","ENSG00000185513.17:t:43528657-43528745_43515415-43528657",43515415,43528657,43518831,43528656,"target","Delta PSI < 0.05",0.0047,8e-04,0.1158,0.1428
"907","L3MBTL1","ENSG00000185513.17","ENSG00000185513.17:t:43528657-43528745",5,"6",1,"chr20","+","ENSG00000185513.17:t:43528657-43528745_43515415-43528657",43515415,43528657,NA,NA,"chr20:43515415-43528657","target","Delta PSI > 0.05",0.025,0.0025,0.2869,0.4804,"RP1-138B7.8","ENSG00000288000.1","ENSG00000288000.1:s:43515292-43515415",2,"3",1,"chr20","+","ENSG00000288000.1:s:43515292-43515415_43515415-43528657",43515415,43528657,NA,NA,"source","Delta PSI < 0.05",0.0069,0.0023,0.1766,0.221
"908","L3MBTL1","ENSG00000185513.17","ENSG00000185513.17:t:43528657-43528745",5,"6",1,"chr20","+","ENSG00000185513.17:t:43528657-43528745_43515415-43528657",43515415,43528657,NA,NA,"chr20:43515415-43528657","target","Delta PSI > 0.05",0.025,0.0025,0.2869,0.4804,"RP1-138B7.8","ENSG00000288000.1","ENSG00000288000.1:t:43528657-43528745",3,"3",1,"chr20","+","ENSG00000288000.1:t:43528657-43528745_43515415-43528657",43515415,43528657,43516178,43528656,"target","Delta PSI < 0.05",0.0053,0.0013,0.1185,0.1447
"909","WDR53","ENSG00000185798.8","ENSG00000185798.8:s:196566877-196567310",6,"3",0,"chr3","-","ENSG00000185798.8:s:196566877-196567310_196561491-196567191",196561491,196567191,196561492,196566876,"chr3:196561491-196567191","source","Delta PSI > 0.05",0.0051,0.0253,0.0064,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","WDR53","ENSG00000185798.8","ENSG00000185798.8:t:196560996-196561491",5,"3",0,"chr3","-","ENSG00000185798.8:t:196560996-196561491_196561491-196567191",196561491,196567191,196561492,196566876,"chr3:196561491-196567191","target","Delta PSI > 0.05",0.0063,0.0269,0.0068,0.1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","BCAP31","ENSG00000185825.17","ENSG00000185825.17:s:153715417-153715689",2,"3",1,"chrX","-","ENSG00000185825.17:s:153715417-153715689_153705101-153715542",153705101,153715542,NA,NA,"chrX:153705101-153715542","source","Delta PSI > 0.05",0.0077,0.024,0.0086,0.1089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","GNB1L","ENSG00000185838.14","ENSG00000185838.14:s:19812285-19812447",2,"3",1,"chr22","-","ENSG00000185838.14:s:19812285-19812447_19802216-19812285",19802216,19812285,NA,NA,"chr22:19802216-19812285","source","Delta PSI < 0.05",0.0257,0.0286,0.1646,0.1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","GNB1L","ENSG00000185838.14","ENSG00000185838.14:s:19854443-19854539",4,"5",1,"chr22","-","ENSG00000185838.14:s:19854443-19854539_19824077-19854443",19824077,19854443,NA,NA,"chr22:19824077-19854443","source","Delta PSI < 0.05",0.0068,0.0015,0.375,0.3253,"GNB1L","ENSG00000185838.14","ENSG00000185838.14:s:19854443-19854539",3,"4",1,"chr22","-","ENSG00000185838.14:s:19854443-19854539_19824077-19854443",19824077,19854443,NA,NA,"source","Delta PSI < 0.05",0.0039,0.0049,0.3611,0.3404
"914","GNB1L","ENSG00000185838.14","ENSG00000185838.14:t:19801999-19802216",3,"3",1,"chr22","-","ENSG00000185838.14:t:19801999-19802216_19802216-19812285",19802216,19812285,19802217,19806658,"chr22:19802216-19812285","target","Delta PSI < 0.05",0.01,0.0129,0.1024,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","GNB1L","ENSG00000185838.14","ENSG00000185838.14:t:19821228-19821375",3,"3",1,"chr22","-","ENSG00000185838.14:t:19821228-19821375_19821375-19823987",19821375,19823987,NA,NA,"chr22:19821375-19823987","target","Delta PSI > 0.05",0.0131,0.0021,0.2122,0.3298,"GNB1L","ENSG00000185838.14","ENSG00000185838.14:t:19821228-19821375",2,"3",1,"chr22","-","ENSG00000185838.14:t:19821228-19821375_19821375-19823987",19821375,19823987,NA,NA,"target","Delta PSI < 0.05",0.0073,0.0076,0.4244,0.4105
"916","LRCH3","ENSG00000186001.14","ENSG00000186001.14:s:197835674-197835738",2,"2",0,"chr3","+","ENSG00000186001.14:s:197835674-197835738_197835738-197839321",197835738,197839321,197835739,197835796,"chr3:197835738-197839321","source","Delta PSI < 0.05",0.0054,0.0409,0.1696,0.2164,"LRCH3","ENSG00000186001.14","ENSG00000186001.14:s:197835674-197835738",2,"2",0,"chr3","+","ENSG00000186001.14:s:197835674-197835738_197835738-197839321",197835738,197839321,197835739,197835796,"source","Delta PSI < 0.05",0.0471,0.0391,0.1449,0.1703
"917","LRCH3","ENSG00000186001.14","ENSG00000186001.14:s:197835674-197835738",2,"2",0,"chr3","+","ENSG00000186001.14:s:197835674-197835738_197835738-197839321",197835738,197839321,197835739,197835796,"chr3:197835738-197839321","source","Delta PSI < 0.05",0.0054,0.0409,0.1696,0.2164,"LRCH3","ENSG00000186001.14","ENSG00000186001.14:t:197839321-197839397",2,"3",0,"chr3","+","ENSG00000186001.14:t:197839321-197839397_197835738-197839321",197835738,197839321,NA,NA,"target","Delta PSI < 0.05",0.0461,0.0364,0.1293,0.147
"918","LRCH3","ENSG00000186001.14","ENSG00000186001.14:t:197839321-197839397",2,"3",0,"chr3","+","ENSG00000186001.14:t:197839321-197839397_197835738-197839321",197835738,197839321,NA,NA,"chr3:197835738-197839321","target","Delta PSI > 0.05",0.0044,0.0359,0.1551,0.2138,"LRCH3","ENSG00000186001.14","ENSG00000186001.14:s:197835674-197835738",2,"2",0,"chr3","+","ENSG00000186001.14:s:197835674-197835738_197835738-197839321",197835738,197839321,197835739,197835796,"source","Delta PSI < 0.05",0.0471,0.0391,0.1449,0.1703
"919","LRCH3","ENSG00000186001.14","ENSG00000186001.14:t:197839321-197839397",2,"3",0,"chr3","+","ENSG00000186001.14:t:197839321-197839397_197835738-197839321",197835738,197839321,NA,NA,"chr3:197835738-197839321","target","Delta PSI > 0.05",0.0044,0.0359,0.1551,0.2138,"LRCH3","ENSG00000186001.14","ENSG00000186001.14:t:197839321-197839397",2,"3",0,"chr3","+","ENSG00000186001.14:t:197839321-197839397_197835738-197839321",197835738,197839321,NA,NA,"target","Delta PSI < 0.05",0.0461,0.0364,0.1293,0.147
"920","ZNF529","ENSG00000186020.13","ENSG00000186020.13:s:36573043-36573292",4,"3",1,"chr19","-","ENSG00000186020.13:s:36573043-36573292_36572392-36573043",36572392,36573043,NA,NA,"chr19:36572392-36573043","source","Delta PSI > 0.05",0.0132,0.0183,0.6997,0.8118,"ZNF529","ENSG00000186020.13","ENSG00000186020.13:t:36572333-36572392",3,"3",1,"chr19","-","ENSG00000186020.13:t:36572333-36572392_36572392-36573043",36572392,36573043,NA,NA,"target","Delta PSI < 0.05",0.0092,0.0403,0.7882,0.7469
"921","ZNF529","ENSG00000186020.13","ENSG00000186020.13:s:36573043-36573292",4,"3",1,"chr19","-","ENSG00000186020.13:s:36573043-36573292_36556197-36573043",36556197,36573043,NA,NA,"chr19:36556197-36573043","source","Delta PSI < 0.05",0.0132,0.0066,0.13,0.1491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","ZNF529","ENSG00000186020.13","ENSG00000186020.13:t:36556104-36556197",4,"4",1,"chr19","-","ENSG00000186020.13:t:36556104-36556197_36556197-36573043",36556197,36573043,NA,NA,"chr19:36556197-36573043","target","Delta PSI < 0.05",0.007,0.0036,0.0831,0.1075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","ZNF529","ENSG00000186020.13","ENSG00000186020.13:t:36572333-36572392",3,"3",1,"chr19","-","ENSG00000186020.13:t:36572333-36572392_36572392-36573043",36572392,36573043,NA,NA,"chr19:36572392-36573043","target","Delta PSI > 0.05",0.0136,0.0194,0.7871,0.927,"ZNF529","ENSG00000186020.13","ENSG00000186020.13:t:36572333-36572392",3,"3",1,"chr19","-","ENSG00000186020.13:t:36572333-36572392_36572392-36573043",36572392,36573043,NA,NA,"target","Delta PSI < 0.05",0.0092,0.0403,0.7882,0.7469
