gene_name,gene_id,lsv_id,mean_psi_per_lsv_junction,stdev_psi_per_lsv_junction,num_junctions,num_exons,de_novo_junctions,seqid,strand,lsv_junc,junc_start,junc_end,ir_start,ir_end,paste_into_igv_junction,exon_type,.id,color_gene_name
GNL2,ENSG00000134697.13,ENSG00000134697.13:s:37590699-37590845,0.0098,0.0077,3,2,1,chr1,-,ENSG00000134697.13:s:37590699-37590845_37587495-37590699,37587495,37590699,37587496,37590698,chr1:37587495-37590699,source,nt_ctrl,NMD rescued
PTCD3,ENSG00000132300.19,ENSG00000132300.19:s:86127161-86127661,0.0148,0.0136,2,2,1,chr2,+,ENSG00000132300.19:s:86127161-86127661_86127304-86127930,86127304,86127930,,,chr2:86127304-86127930,source,nt_ctrl,NMD rescued
MGAT1,ENSG00000131446.17,ENSG00000131446.17:t:180808836-180809076,4e-04,2e-04,11,6,1,chr5,-,ENSG00000131446.17:t:180808836-180809076_180809076-180809795,180809076,180809795,,,chr5:180809076-180809795,target,nt_ctrl,non-NMD rescued
NPHP4,ENSG00000131697.18,ENSG00000131697.18:s:5890469-5891028,0.0014,8e-04,4,3,1,chr1,-,ENSG00000131697.18:s:5890469-5891028_5887466-5890469,5887466,5890469,5888611,5890468,chr1:5887466-5890469,source,nt_ctrl,NMD rescued
NPHP4,ENSG00000131697.18,ENSG00000131697.18:t:5887286-5887466,0.0014,7e-04,4,3,1,chr1,-,ENSG00000131697.18:t:5887286-5887466_5887466-5890469,5887466,5890469,5887467,5888459,chr1:5887466-5890469,target,nt_ctrl,NMD rescued
PAN2,ENSG00000135473.16,ENSG00000135473.16:s:56323017-56323209,0.016,0.0127,3,2,1,chr12,-,ENSG00000135473.16:s:56323017-56323209_56322670-56323062,56322670,56323062,,,chr12:56322670-56323062,source,nt_ctrl,non-NMD rescued
UNC79,ENSG00000133958.14,ENSG00000133958.14:t:93537989-93538218,0.0354,0.0172,4,4,1,chr14,+,ENSG00000133958.14:t:93537989-93538218_93529326-93537989,93529326,93537989,93532579,93537988,chr14:93529326-93537989,target,nt_ctrl,non-NMD rescued
ARNTL,ENSG00000133794.20,ENSG00000133794.20:s:13309986-13310059,0.0015,0.0016,6,6,1,chr11,+,ENSG00000133794.20:s:13309986-13310059_13310059-13346354,13310059,13346354,13310060,13321820,chr11:13310059-13346354,source,nt_ctrl,NMD rescued
TIMM17A,ENSG00000134375.11,ENSG00000134375.11:s:201957511-201958028,0.0156,0.007,4,4,1,chr1,+,ENSG00000134375.11:s:201957511-201958028_201957574-201958839,201957574,201958839,201958029,201958838,chr1:201957574-201958839,source,nt_ctrl,non-NMD rescued
TNS3,ENSG00000136205.18,ENSG00000136205.18:s:47368365-47369621,0.0174,0.0124,2,3,1,chr7,-,ENSG00000136205.18:s:47368365-47369621_47345038-47368365,47345038,47368365,,,chr7:47345038-47368365,source,nt_ctrl,NMD rescued
GATA4,ENSG00000136574.19,ENSG00000136574.19:s:11692626-11692660,9e-04,2e-04,4,3,1,chr8,+,ENSG00000136574.19:s:11692626-11692660_11692660-11698298,11692660,11698298,11692661,11698297,chr8:11692660-11698298,source,nt_ctrl,non-NMD rescued
GATA4,ENSG00000136574.19,ENSG00000136574.19:t:11700508-11700778,6e-04,2e-04,6,4,1,chr8,+,ENSG00000136574.19:t:11700508-11700778_11698411-11700508,11698411,11700508,11698412,11700507,chr8:11698411-11700508,target,nt_ctrl,non-NMD rescued
GATA4,ENSG00000136574.19,ENSG00000136574.19:t:11700508-11700778,6e-04,2e-04,6,4,1,chr8,+,ENSG00000136574.19:t:11700508-11700778_11698411-11700511,11698411,11700511,11698412,11700507,chr8:11698411-11700511,target,nt_ctrl,non-NMD rescued
VPS4A,ENSG00000132612.16,ENSG00000132612.16:t:69316008-69316119,0.007,3e-04,4,4,1,chr16,+,ENSG00000132612.16:t:69316008-69316119_69314938-69316008,69314938,69316008,69315670,69316007,chr16:69314938-69316008,target,nt_ctrl,NMD rescued
MTSS2,ENSG00000132613.16,ENSG00000132613.16:s:70674306-70674528,0.0182,0.0115,5,4,1,chr16,-,ENSG00000132613.16:s:70674306-70674528_70669046-70674306,70669046,70674306,70669047,70674305,chr16:70669046-70674306,source,nt_ctrl,NMD rescued
MTSS2,ENSG00000132613.16,ENSG00000132613.16:t:70665466-70665540,0.007,0.0075,5,5,1,chr16,-,ENSG00000132613.16:t:70665466-70665540_70665540-70668999,70665540,70668999,70665541,70666339,chr16:70665540-70668999,target,nt_ctrl,non-NMD rescued
RNFT2,ENSG00000135119.15,ENSG00000135119.15:s:116779195-116779348,2e-04,0,5,5,1,chr12,+,ENSG00000135119.15:s:116779195-116779348_116779348-116788636,116779348,116788636,,,chr12:116779348-116788636,source,nt_ctrl,non-NMD rescued
DSCC1,ENSG00000136982.6,ENSG00000136982.6:s:119852758-119853215,0.0023,0.0016,3,3,1,chr8,-,ENSG00000136982.6:s:119852758-119853215_119852750-119853047,119852750,119853047,119850517,119852757,chr8:119852750-119853047,source,nt_ctrl,NMD rescued
ARHGEF39,ENSG00000137135.18,ENSG00000137135.18:s:35662179-35662267,0.0296,0.0168,2,2,1,chr9,-,ENSG00000137135.18:s:35662179-35662267_35661999-35662179,35661999,35662179,,,chr9:35661999-35662179,source,nt_ctrl,non-NMD rescued
HAUS2,ENSG00000137814.12,ENSG00000137814.12:s:42563749-42563857,0.0137,0.0126,3,3,1,chr15,+,ENSG00000137814.12:s:42563749-42563857_42563857-42565446,42563857,42565446,42563858,42565445,chr15:42563857-42565446,source,nt_ctrl,non-NMD rescued
HAUS2,ENSG00000137814.12,ENSG00000137814.12:t:42566607-42569994,0.0026,0.0028,4,3,1,chr15,+,ENSG00000137814.12:t:42566607-42569994_42565646-42566607,42565646,42566607,42565881,42566606,chr15:42565646-42566607,target,nt_ctrl,non-NMD rescued
HAUS2,ENSG00000137814.12,ENSG00000137814.12:t:42566607-42569994,0.0026,0.0028,4,3,1,chr15,+,ENSG00000137814.12:t:42566607-42569994_42565880-42566607,42565880,42566607,42565881,42566606,chr15:42565880-42566607,target,nt_ctrl,non-NMD rescued
STRA6,ENSG00000137868.19,ENSG00000137868.19:s:74189115-74189277,0.0023,0,8,5,1,chr15,-,ENSG00000137868.19:s:74189115-74189277_74185843-74189115,74185843,74189115,74185971,74189114,chr15:74185843-74189115,source,nt_ctrl,non-NMD rescued
STRA6,ENSG00000137868.19,ENSG00000137868.19:t:74191424-74191491,0.0284,0.0082,5,5,1,chr15,-,ENSG00000137868.19:t:74191424-74191491_74191491-74193067,74191491,74193067,74191492,74191640,chr15:74191491-74193067,target,nt_ctrl,non-NMD rescued
STRA6,ENSG00000137868.19,ENSG00000137868.19:t:74191424-74191491,0.0098,0,5,5,1,chr15,-,ENSG00000137868.19:t:74191424-74191491_74191491-74192664,74191491,74192664,74191492,74191640,chr15:74191491-74192664,target,nt_ctrl,NMD rescued
MAPKBP1,ENSG00000137802.14,ENSG00000137802.14:s:41817388-41817458,0.0302,0.0199,2,3,1,chr15,+,ENSG00000137802.14:s:41817388-41817458_41817458-41818009,41817458,41818009,,,chr15:41817458-41818009,source,nt_ctrl,non-NMD rescued
TMEM62,ENSG00000137842.7,ENSG00000137842.7:s:43133586-43134014,0.0377,0.0222,4,3,1,chr15,+,ENSG00000137842.7:s:43133586-43134014_43134014-43135512,43134014,43135512,,,chr15:43134014-43135512,source,nt_ctrl,non-NMD rescued
FAM149B1,ENSG00000138286.15,ENSG00000138286.15:s:73208619-73208786,0.0104,0.0072,2,3,1,chr10,+,ENSG00000138286.15:s:73208619-73208786_73208786-73228060,73208786,73228060,,,chr10:73208786-73228060,source,nt_ctrl,NMD rescued
FAM149B1,ENSG00000138286.15,ENSG00000138286.15:t:73232939-73233197,0.0021,0.0013,3,3,1,chr10,+,ENSG00000138286.15:t:73232939-73233197_73228184-73232939,73228184,73232939,73231307,73232938,chr10:73228184-73232939,target,nt_ctrl,NMD rescued
OLA1,ENSG00000138430.16,ENSG00000138430.16:t:174081924-174082064,0.0091,0.0059,2,3,1,chr2,-,ENSG00000138430.16:t:174081924-174082064_174082064-174141825,174082064,174141825,,,chr2:174082064-174141825,target,nt_ctrl,NMD rescued
ARHGAP32,ENSG00000134909.19,ENSG00000134909.19:s:128998319-128998468,0.0205,0.0173,2,3,1,chr11,-,ENSG00000134909.19:s:128998319-128998468_128992046-128998319,128992046,128998319,,,chr11:128992046-128998319,source,nt_ctrl,non-NMD rescued
BIN1,ENSG00000136717.15,ENSG00000136717.15:t:127053422-127053445,0.01,0.0024,3,3,1,chr2,-,ENSG00000136717.15:t:127053422-127053445_127053445-127057473,127053445,127057473,127053446,127053904,chr2:127053445-127057473,target,nt_ctrl,non-NMD rescued
TGFBRAP1,ENSG00000135966.13,ENSG00000135966.13:s:105307480-105308321,0.0144,0.0074,4,2,1,chr2,-,ENSG00000135966.13:s:105307480-105308321_105298705-105307483,105298705,105307483,105298706,105307479,chr2:105298705-105307483,source,nt_ctrl,NMD rescued
UBE2Q2,ENSG00000140367.12,ENSG00000140367.12:s:75873428-75873568,0.0316,0.017,6,6,1,chr15,+,ENSG00000140367.12:s:75873428-75873568_75873568-75879098,75873568,75879098,75873569,75876186,chr15:75873568-75879098,source,nt_ctrl,non-NMD rescued
LEF1,ENSG00000138795.10,ENSG00000138795.10:s:108078220-108078462,0.013,0.0099,4,4,1,chr4,-,ENSG00000138795.10:s:108078220-108078462_108073034-108078220,108073034,108078220,108075478,108078219,chr4:108073034-108078220,source,nt_ctrl,NMD rescued
ACTR1A,ENSG00000138107.13,ENSG00000138107.13:s:102479229-102480965,0.0019,9e-04,3,3,1,chr10,-,ENSG00000138107.13:s:102479229-102480965_102479201-102480536,102479201,102480536,102472982,102479228,chr10:102479201-102480536,source,nt_ctrl,NMD rescued
RTF1,ENSG00000137815.15,ENSG00000137815.15:s:41438321-41438431,0.0329,0.0171,4,4,1,chr15,+,ENSG00000137815.15:s:41438321-41438431_41438431-41440212,41438431,41440212,,,chr15:41438431-41440212,source,nt_ctrl,non-NMD rescued
TTYH2,ENSG00000141540.11,ENSG00000141540.11:t:74249324-74249399,0.0089,0.0068,2,3,1,chr17,+,ENSG00000141540.11:t:74249324-74249399_74243469-74249344,74243469,74249344,,,chr17:74243469-74249344,target,nt_ctrl,non-NMD rescued
USP3,ENSG00000140455.17,ENSG00000140455.17:s:63556667-63556922,0.0132,0.0087,3,3,1,chr15,+,ENSG00000140455.17:s:63556667-63556922_63556922-63558106,63556922,63558106,,,chr15:63556922-63558106,source,nt_ctrl,non-NMD rescued
HUNK,ENSG00000142149.9,ENSG00000142149.9:t:31974178-31974717,0.0013,0.0017,3,3,1,chr21,+,ENSG00000142149.9:t:31974178-31974717_31972609-31974555,31972609,31974555,31968386,31974177,chr21:31972609-31974555,target,nt_ctrl,non-NMD rescued
NCOR1,ENSG00000141027.23,ENSG00000141027.23:s:16080607-16080727,0.0331,0.0176,2,3,1,chr17,-,ENSG00000141027.23:s:16080607-16080727_16080064-16080607,16080064,16080607,,,chr17:16080064-16080607,source,nt_ctrl,NMD rescued
NCOR1,ENSG00000141027.23,ENSG00000141027.23:t:16079964-16080064,0.0331,0.0185,3,3,1,chr17,-,ENSG00000141027.23:t:16079964-16080064_16080064-16080607,16080064,16080607,,,chr17:16080064-16080607,target,nt_ctrl,NMD rescued
PIANP,ENSG00000139200.14,ENSG00000139200.14:s:6695430-6695651,0.0308,0.014,3,3,1,chr12,-,ENSG00000139200.14:s:6695430-6695651_6692446-6695430,6692446,6695430,6695058,6695429,chr12:6692446-6695430,source,nt_ctrl,non-NMD rescued
PPCDC,ENSG00000138621.12,ENSG00000138621.12:s:75023586-75023626,0.0241,0.0194,4,4,1,chr15,+,ENSG00000138621.12:s:75023586-75023626_75023626-75048553,75023626,75048553,75023627,75028171,chr15:75023626-75048553,source,nt_ctrl,non-NMD rescued
DENR,ENSG00000139726.11,ENSG00000139726.11:s:122762845-122763256,7e-04,0,3,3,1,chr12,+,ENSG00000139726.11:s:122762845-122763256_122762929-122763258,122762929,122763258,122763257,122765303,chr12:122762929-122763258,source,nt_ctrl,NMD rescued
DENR,ENSG00000139726.11,ENSG00000139726.11:t:122765304-122765387,0.0044,0.0011,3,3,1,chr12,+,ENSG00000139726.11:t:122765304-122765387_122764829-122765304,122764829,122765304,122763257,122765303,chr12:122764829-122765304,target,nt_ctrl,NMD rescued
TCF12,ENSG00000140262.18,ENSG00000140262.18:t:57273030-57273262,0.0012,0.0037,5,4,1,chr15,+,ENSG00000140262.18:t:57273030-57273262_57272308-57273030,57272308,57273030,57263275,57273029,chr15:57272308-57273030,target,nt_ctrl,non-NMD rescued
GIT2,ENSG00000139436.22,ENSG00000139436.22:s:109961613-109961685,0.0053,0.0024,2,2,1,chr12,-,ENSG00000139436.22:s:109961613-109961685_109961451-109961613,109961451,109961613,,,chr12:109961451-109961613,source,nt_ctrl,NMD rescued
RPTOR,ENSG00000141564.16,ENSG00000141564.16:s:80892729-80892869,7e-04,0,2,3,1,chr17,+,ENSG00000141564.16:s:80892729-80892869_80892869-80908811,80892869,80908811,,,chr17:80892869-80908811,source,nt_ctrl,non-NMD rescued
RPTOR,ENSG00000141564.16,ENSG00000141564.16:t:80908811-80908929,6e-04,0,3,3,1,chr17,+,ENSG00000141564.16:t:80908811-80908929_80892869-80908811,80892869,80908811,80893866,80908810,chr17:80892869-80908811,target,nt_ctrl,non-NMD rescued
CCDC33,ENSG00000140481.15,ENSG00000140481.15:s:74212146-74212277,0.0493,0.0127,8,7,1,chr15,+,ENSG00000140481.15:s:74212146-74212277_74212277-74243985,74212277,74243985,74212278,74212481,chr15:74212277-74243985,source,nt_ctrl,non-NMD rescued
CERS2,ENSG00000143418.20,ENSG00000143418.20:s:150963530-150964563,0.0012,3e-04,3,2,1,chr1,-,ENSG00000143418.20:s:150963530-150964563_150963177-150963530,150963177,150963530,150963178,150963529,chr1:150963177-150963530,source,nt_ctrl,NMD rescued
TMEM44,ENSG00000145014.18,ENSG00000145014.18:s:194610916-194611077,0.0165,0.0112,4,3,1,chr3,-,ENSG00000145014.18:s:194610916-194611077_194610209-194610916,194610209,194610916,194604446,194610915,chr3:194610209-194610916,source,nt_ctrl,non-NMD rescued
STXBP5L,ENSG00000145087.13,ENSG00000145087.13:s:120954940-120955102,0.0219,0.0222,2,3,1,chr3,+,ENSG00000145087.13:s:120954940-120955102_120955102-121045435,120955102,121045435,,,chr3:120955102-121045435,source,nt_ctrl,non-NMD rescued
STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:120909571-120909767,0.0011,4e-04,4,3,1,chr3,+,ENSG00000145087.13:t:120909571-120909767_120908416-120909571,120908416,120909571,,,chr3:120908416-120909571,target,nt_ctrl,non-NMD rescued
STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:120909571-120909767,0.0011,4e-04,4,3,1,chr3,+,ENSG00000145087.13:t:120909571-120909767_120908428-120909571,120908428,120909571,,,chr3:120908428-120909571,target,nt_ctrl,non-NMD rescued
STXBP5L,ENSG00000145087.13,ENSG00000145087.13:t:121045435-121045535,0.0174,0.0159,2,3,1,chr3,+,ENSG00000145087.13:t:121045435-121045535_120955102-121045435,120955102,121045435,,,chr3:120955102-121045435,target,nt_ctrl,non-NMD rescued
PRELID3A,ENSG00000141391.14,ENSG00000141391.14:s:12429350-12429436,0.0012,5e-04,4,3,1,chr18,+,ENSG00000141391.14:s:12429350-12429436_12429436-12430178,12429436,12430178,12429437,12430177,chr18:12429436-12430178,source,nt_ctrl,NMD rescued
IGLON5,ENSG00000142549.10,ENSG00000142549.10:t:51322064-51322142,0.0185,0.0084,3,3,1,chr19,+,ENSG00000142549.10:t:51322064-51322142_51320670-51322064,51320670,51322064,51320671,51322063,chr19:51320670-51322064,target,nt_ctrl,non-NMD rescued
TAF1,ENSG00000147133.17,ENSG00000147133.17:s:71423117-71423358,0.0021,0.0026,5,2,1,chrX,+,ENSG00000147133.17:s:71423117-71423358_71423358-71423974,71423358,71423974,71423359,71423920,chrX:71423358-71423974,source,nt_ctrl,NMD rescued
MTDH,ENSG00000147649.10,ENSG00000147649.10:s:97699754-97699852,0.0022,0.0015,3,3,1,chr8,+,ENSG00000147649.10:s:97699754-97699852_97699852-97713662,97699852,97713662,97699853,97706411,chr8:97699852-97713662,source,nt_ctrl,NMD rescued
MTDH,ENSG00000147649.10,ENSG00000147649.10:t:97713662-97713769,0.0012,5e-04,4,4,1,chr8,+,ENSG00000147649.10:t:97713662-97713769_97699852-97713662,97699852,97713662,97706751,97713661,chr8:97699852-97713662,target,nt_ctrl,NMD rescued
NFIB,ENSG00000147862.18,ENSG00000147862.18:s:14306989-14307520,0.0195,0.0107,5,4,1,chr9,-,ENSG00000147862.18:s:14306989-14307520_14273586-14306989,14273586,14306989,14306019,14306988,chr9:14273586-14306989,source,nt_ctrl,non-NMD rescued
FAM171B,ENSG00000144369.14,ENSG00000144369.14:t:186751134-186751304,0.0203,0.021,2,3,1,chr2,+,ENSG00000144369.14:t:186751134-186751304_186748391-186751134,186748391,186751134,,,chr2:186748391-186751134,target,nt_ctrl,non-NMD rescued
LHFPL2,ENSG00000145685.14,ENSG00000145685.14:s:78648499-78648895,0.0047,0.002,4,4,1,chr5,-,ENSG00000145685.14:s:78648499-78648895_78647574-78648499,78647574,78648499,78647575,78648498,chr5:78647574-78648499,source,nt_ctrl,non-NMD rescued
UBAP2L,ENSG00000143569.19,ENSG00000143569.19:s:154251481-154251653,0.0034,0,3,3,1,chr1,+,ENSG00000143569.19:s:154251481-154251653_154251653-154254836,154251653,154254836,154251654,154253899,chr1:154251653-154254836,source,nt_ctrl,NMD rescued
CNTN4,ENSG00000144619.15,ENSG00000144619.15:s:2866752-2866949,0.0241,0.0175,4,4,1,chr3,+,ENSG00000144619.15:s:2866752-2866949_2866949-2900685,2866949,2900685,2866950,2882738,chr3:2866949-2900685,source,nt_ctrl,non-NMD rescued
CNTN4,ENSG00000144619.15,ENSG00000144619.15:t:2900685-2900821,0.0219,0.0155,4,4,1,chr3,+,ENSG00000144619.15:t:2900685-2900821_2866949-2900685,2866949,2900685,2892261,2900684,chr3:2866949-2900685,target,nt_ctrl,non-NMD rescued
ANK2,ENSG00000145362.21,ENSG00000145362.21:s:112904455-112906508,0.0166,0.0124,6,7,1,chr4,+,ENSG00000145362.21:s:112904455-112906508_112904514-112936367,112904514,112936367,,,chr4:112904514-112936367,source,nt_ctrl,NMD rescued
DIS3L2,ENSG00000144535.20,ENSG00000144535.20:t:232024277-232024330,0.0478,0.0142,3,4,1,chr2,+,ENSG00000144535.20:t:232024277-232024330_232014979-232024277,232014979,232024277,,,chr2:232014979-232024277,target,nt_ctrl,non-NMD rescued
SPATA5,ENSG00000145375.9,ENSG00000145375.9:s:122947233-122947488,0.047,0.0262,4,4,1,chr4,+,ENSG00000145375.9:s:122947233-122947488_122947488-122949473,122947488,122949473,122947489,122952198,chr4:122947488-122949473,source,nt_ctrl,non-NMD rescued
ASTN2,ENSG00000148219.18,ENSG00000148219.18:t:116487359-116487500,0.001,0,4,4,1,chr9,-,ENSG00000148219.18:t:116487359-116487500_116487500-116613494,116487500,116613494,,,chr9:116487500-116613494,target,nt_ctrl,NMD rescued
SHC3,ENSG00000148082.10,ENSG00000148082.10:t:89052037-89052163,0.0354,0.0224,3,3,1,chr9,-,ENSG00000148082.10:t:89052037-89052163_89052163-89057768,89052163,89057768,89052164,89065528,chr9:89052163-89057768,target,nt_ctrl,NMD rescued
ANK2,ENSG00000145362.21,ENSG00000145362.21:t:113363338-113363469,0.0179,0.0141,2,3,1,chr4,+,ENSG00000145362.21:t:113363338-113363469_113346022-113363338,113346022,113363338,,,chr4:113346022-113363338,target,nt_ctrl,NMD rescued
DIAPH2,ENSG00000147202.19,ENSG00000147202.19:s:96684712-96685190,0.0279,0.0223,2,3,1,chrX,+,ENSG00000147202.19:s:96684712-96685190_96685190-96738586,96685190,96738586,,,chrX:96685190-96738586,source,nt_ctrl,NMD rescued
DIAPH2,ENSG00000147202.19,ENSG00000147202.19:t:96738586-96738762,0.0238,0.0198,2,3,1,chrX,+,ENSG00000147202.19:t:96738586-96738762_96685190-96738586,96685190,96738586,,,chrX:96685190-96738586,target,nt_ctrl,non-NMD rescued
CDKAL1,ENSG00000145996.11,ENSG00000145996.11:t:20955419-20955585,0.0037,0.0025,2,3,1,chr6,+,ENSG00000145996.11:t:20955419-20955585_20951569-20955419,20951569,20955419,,,chr6:20951569-20955419,target,nt_ctrl,NMD rescued
LPCAT1,ENSG00000153395.10,ENSG00000153395.10:s:1466749-1466890,4e-04,0,3,3,1,chr5,-,ENSG00000153395.10:s:1466749-1466890_1466348-1466749,1466348,1466749,1466349,1466748,chr5:1466348-1466749,source,nt_ctrl,non-NMD rescued
LPCAT1,ENSG00000153395.10,ENSG00000153395.10:s:1488377-1488451,5e-04,0,3,3,1,chr5,-,ENSG00000153395.10:s:1488377-1488451_1487659-1488391,1487659,1488391,1487660,1488376,chr5:1487659-1488391,source,nt_ctrl,NMD rescued
LPCAT1,ENSG00000153395.10,ENSG00000153395.10:t:1461427-1463835,3e-04,0,4,4,1,chr5,-,ENSG00000153395.10:t:1461427-1463835_1463835-1464267,1463835,1464267,1463836,1464266,chr5:1463835-1464267,target,nt_ctrl,NMD rescued
DIPK1A,ENSG00000154511.12,ENSG00000154511.12:s:92839054-92839177,0.0077,0.0064,2,2,1,chr1,-,ENSG00000154511.12:s:92839054-92839177_92837633-92839054,92837633,92839054,92833035,92839053,chr1:92837633-92839054,source,nt_ctrl,NMD rescued
GLB1L2,ENSG00000149328.15,ENSG00000149328.15:s:134345034-134345129,0.0261,0.0148,4,3,1,chr11,+,ENSG00000149328.15:s:134345034-134345129_134345129-134345268,134345129,134345268,134345130,134345267,chr11:134345129-134345268,source,nt_ctrl,non-NMD rescued
GLB1L2,ENSG00000149328.15,ENSG00000149328.15:s:134345034-134345129,8e-04,1e-04,4,3,1,chr11,+,ENSG00000149328.15:s:134345034-134345129_134345129-134345496,134345129,134345496,134345130,134345267,chr11:134345129-134345496,source,nt_ctrl,NMD rescued
DRD2,ENSG00000149295.14,ENSG00000149295.14:s:113413864-113414461,0.004,0.0013,3,3,1,chr11,-,ENSG00000149295.14:s:113413864-113414461_113412743-113414375,113412743,113414375,,,chr11:113412743-113414375,source,nt_ctrl,non-NMD rescued
DRD2,ENSG00000149295.14,ENSG00000149295.14:t:113412556-113412883,0.0036,9e-04,4,4,1,chr11,-,ENSG00000149295.14:t:113412556-113412883_113412743-113414375,113412743,113414375,,,chr11:113412743-113414375,target,nt_ctrl,non-NMD rescued
PRKCA,ENSG00000154229.12,ENSG00000154229.12:s:66688951-66689047,0.0087,0.002,4,4,1,chr17,+,ENSG00000154229.12:s:66688951-66689047_66689047-66691540,66689047,66691540,66689048,66691539,chr17:66689047-66691540,source,nt_ctrl,NMD rescued
ATG10,ENSG00000152348.16,ENSG00000152348.16:s:82058495-82058602,0.0095,0.0083,4,5,1,chr5,+,ENSG00000152348.16:s:82058495-82058602_82058602-82129612,82058602,82129612,,,chr5:82058602-82129612,source,nt_ctrl,NMD rescued
TYSND1,ENSG00000156521.14,ENSG00000156521.14:t:70137981-70140141,8e-04,2e-04,5,5,1,chr10,-,ENSG00000156521.14:t:70137981-70140141_70140141-70152263,70140141,70152263,70140142,70142667,chr10:70140141-70152263,target,nt_ctrl,non-NMD rescued
ROM1,ENSG00000149489.9,ENSG00000149489.9:t:62614258-62614504,0.042,0.0286,5,3,1,chr11,+,ENSG00000149489.9:t:62614258-62614504_62612098-62614258,62612098,62614258,,,chr11:62612098-62614258,target,nt_ctrl,non-NMD rescued
MAGI1,ENSG00000151276.24,ENSG00000151276.24:s:65379261-65379554,0.0215,0.014,5,3,1,chr3,-,ENSG00000151276.24:s:65379261-65379554_65375912-65379261,65375912,65379261,65375949,65379260,chr3:65375912-65379261,source,nt_ctrl,non-NMD rescued
