gene,paste_into_igv_junction,paste_into_igv_junction_annotated,strand,junc_cat,junc_in_ref,cryptic,junction_for_clustering,ID_exon,last_exon,dox0_sh,dox0125,dox0187,dox021,dox025,dox075,tdp43_sensitivity_sh,max_psi_sh,dox0_be2,dox002,dox003,dox004,dox005,dox0075,dox01,dox1,tdp43_sensitivity_be2,max_psi_be2,UMAP_1_together,UMAP_2_together,cluster_together,UMAP_1_sh,UMAP_2_sh,cluster_sh,UMAP_1_be2,UMAP_2_be2,cluster_be2,score_cryptic,score_ann,phastCons_alt,phastCons_unchanged,longest_ug_region,dist_nearest_ug_region,width
TNFSF12,chr17:7549618-7550120,chr17:7549521-7550120,+,donor,FALSE,yes,yes,446,FALSE,0.002,0.002,0.002,0.002,0.002,0.187,Late,Bottom,,,,,,,,,,,8.62478001,-3.527758022,2,-1.457504595,-5.492693849,1,,,,,,0.0906,0.996799988,24,50,599
TNIK,chr3:171139556-171140399,chr3:171138379-171140399,-,acceptor,TRUE,no,no,447,FALSE,0.327,0.327,0.611,0.602,0.75,0.889,Early,Top,0.082,0.082,0.082,0.336,0.401,0.641,0.625,0.715,Early,Top,,,,,,,,,,,,0.999100006,0.662299997,12,138,2020
TNIK,chr3:171138379-171139470,chr3:171138379-171140399,-,donor,TRUE,no,yes,447,FALSE,0.358,0.358,0.595,0.59,0.874,0.939,Early,Top,0.112,0.112,0.112,0.475,0.56,0.697,0.714,0.796,Early,Top,,,,,,,,,,,,0.999500006,0.998500001,48,50,2020
TPD52L2,chr20:63887605-63889190,chr20:63882820-63889190,+,donor,TRUE,no,yes,448,FALSE,0.609,0.609,0.609,0.609,0.609,0.819,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.987,0.990900004,20,90,6370
TRAPPC12,chr2:3457693-3457795,chr2:3457693-3460263,+,acceptor,TRUE,yes,yes,449,FALSE,0.013,0.013,0.013,0.07,0.192,0.611,Intermediate,Top,0.017,0.017,0.017,0.208,0.513,0.641,0.641,0.748,Early,Top,-2.496800616,3.069329703,4,-0.574891821,0.691625431,5,-1.385111379,2.70499381,0,,,0.0039,0.378300005,20,70,2570
TRAPPC12,chr2:3457693-3458462,chr2:3457693-3460263,+,acceptor,FALSE,yes,yes,450,FALSE,0.001,0.001,0.001,0.124,0.173,0.337,Intermediate,Medium,0.001,0.001,0.001,0.075,0.194,0.216,0.392,0.392,Early,Medium,-1.485609657,3.37558137,4,-0.231461761,-1.176275266,5,-1.474485003,-1.237521574,2,9.82,8.23,0.0023,0.378300005,44,98,2570
TRAPPC12,chr2:3458515-3460263,chr2:3457693-3460263,+,donor,FALSE,yes,no,450,FALSE,0.001,0.001,0.135,0.289,0.526,0.966,Intermediate,Top,0.001,0.001,0.001,0.336,0.65,0.888,0.952,0.916,Early,Top,-4.157853184,2.266774959,3,1.044657726,5.255332158,4,-1.176696819,3.886715787,1,6.14,6.94,0.0091,0.935399991,48,42,2570
TRAPPC13,chr5:65652545-65655636,chr5:65652545-65658368,+,acceptor,TRUE,no,yes,451,FALSE,0.253,0.253,0.406,0.439,0.439,0.635,Early,Top,0.162,0.162,0.162,0.162,0.162,0.427,0.462,0.428,Late,Bottom,,,,,,,,,,,,1,0.999400002,0,,5823
TRAPPC13,chr5:65655653-65658368,chr5:65652545-65658368,+,donor,TRUE,no,no,451,FALSE,0.31,0.31,0.452,0.512,0.512,0.684,Early,Medium,0.181,0.181,0.181,0.181,0.181,0.451,0.492,0.492,Late,Medium,,,,,,,,,,,,1,0.999900001,0,,5823
TRIM65,chr17:75891878-75892011,chr17:75891347-75892011,-,acceptor,TRUE,no,yes,452,FALSE,0.785,0.785,0.972,0.977,0.957,0.998,Early,Bottom,,,,,,,,,,,,,,,,,,,,,,0.607199988,0.0825,32,138,664
TRIO,chr5:14488260-14489030,chr5:14488260-14492567,+,acceptor,FALSE,no,no,453,FALSE,0.033,0.033,0.153,0.139,0.192,0.207,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,9.58,7.79,0.702200001,0.999800003,16,50,4307
TRIO,chr5:14489097-14492567,chr5:14488260-14492567,+,donor,FALSE,yes,yes,453,FALSE,0.034,0.034,0.129,0.116,0.203,0.254,Intermediate,Bottom,,,,,,,,,,,0.619534933,-5.55640347,8,1.268436981,-0.834120024,5,,,,4.8,10.97,0.996100003,0.995199996,16,118,4307
TRIOBP,chr22:37759264-37765670,chr22:37759264-37759417,+,acceptor,TRUE,no,yes,455,FALSE,0.496,0.496,0.6,0.6,0.601,0.801,Intermediate,Medium,,,,,,,,,,,,,,,,,,,,,,0.9963,0.957700008,0,,153
TRIOBP,chr22:37738719-37751772,chr22:37738719-37751772,+,exon_skip,FALSE,yes,yes,454,FALSE,0.046,0.273,0.273,0.273,0.311,0.311,Early,Bottom,,,,,,,,,,,-2.259315254,-6.593577224,7,2.850404088,0.741347483,2,,,,,,,,,,13053
TRMT10B,chr9:37763865-37768076,chr9:37763753-37768076,+,donor,TRUE,no,yes,456,FALSE,0.041,0.041,0.2,0.154,0.154,0.244,Early,Bottom,,,,,,,,,,,,,,,,,,,,,,0.0014,0.991300005,0,,4323
TRRAP,chr7:98881250-98881695,chr7:98881250-98881975,+,acceptor,FALSE,yes,yes,457,FALSE,0.001,0.001,0.001,0.21,0.318,0.583,Intermediate,Top,0.001,0.001,0.001,0.001,0.243,0.358,0.412,0.425,Intermediate,Top,-2.175704358,3.392715769,4,-0.274025366,0.957030905,5,-1.784425759,-1.240031178,2,9.29,9.3,0.996200001,0.999800003,36,42,725
TRRAP,chr7:98881736-98881975,chr7:98881250-98881975,+,donor,FALSE,yes,no,457,FALSE,0.001,0.001,0.001,0.151,0.299,0.52,Intermediate,Top,0.001,0.001,0.001,0.001,0.24,0.339,0.393,0.42,Intermediate,Medium,,,,,,,,,,2.45,8.86,0.990400004,0.998600006,32,2,725
TSPAN11,chr12:30983150-30983310,chr12:30983150-30991856,+,acceptor,FALSE,no,yes,458,FALSE,0.215,0.538,0.852,0.852,0.852,0.864,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.163599999,0.955699998,16,126,8706
TSPAN12,chr7:120810570-120814005,chr7:120810570-120815729,-,donor,TRUE,yes,yes,459,FALSE,0.033,0.033,0.033,0.033,0.033,0.266,Late,Bottom,,,,,,,,,,,6.81695842,-3.508527263,2,-1.663607104,-3.693484641,1,,,,,,0.0011,0.944200003,0,,5159
TSPEAR-AS1,chr21:44511071-44515497,chr21:44509927-44515496,+,donor,TRUE,yes,yes,460,FALSE,0.028,0.028,0.028,0.028,0.028,0.242,Late,Bottom,,,,,,,,,,,7.005194822,-3.59896074,2,-1.632010071,-3.8674118,1,,,,,,0.0273,0.0564,0,,5569
TSPOAP1,chr17:58309380-58309967,chr17:58307941-58309967,-,acceptor,TRUE,no,yes,461,FALSE,0.466,0.466,0.816,0.816,0.871,0.991,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.885400003,0.996600002,0,,2026
TTC8,chr14:88831647-88833693,chr14:88824821-88833693,+,donor,FALSE,yes,yes,462,FALSE,0.014,0.014,0.014,0.014,0.014,0.316,Late,Medium,,,,,,,,,,,6.119705465,-3.155653114,2,-2.32628818,-3.257547616,1,,,,,,0.0465,0.9528,16,22,8872
UBR5-DT,chr8:102239898-102244005,chr8:102239700-102244005,+,donor,FALSE,yes,yes,463,FALSE,,,,,,,,,0.012,0.012,0.092,0.336,0.336,0.353,0.442,0.567,Early,Top,-1.185833026,9.443976444,9,,,,-1.043301498,1.136610388,4,,,0.156899997,0.0101,32,2,4305
UBTF,chr17:44212454-44212819,chr17:44212006-44212819,-,acceptor,TRUE,no,no,464,FALSE,0.482,0.482,0.721,0.726,0.767,0.78,Early,Medium,0.508,0.508,0.508,0.508,0.508,0.769,0.813,0.773,Early,Bottom,,,,,,,,,,,,1,0.995600003,24,14,813
UBTF,chr17:44212006-44212344,chr17:44212006-44212819,-,donor,TRUE,no,yes,464,FALSE,0.453,0.453,0.739,0.735,0.753,0.759,Early,Medium,0.482,0.482,0.482,0.69,0.692,0.763,0.804,0.784,Early,Medium,,,,,,,,,,,,0.999900001,0.996200001,0,,813
UGGT2,chr13:95887393-95887892,chr13:95884680-95887892,-,acceptor,TRUE,yes,yes,465,FALSE,,,,,,,,,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.319,Late,Bottom,2.028694782,1.994826222,5,,,,3.947852035,-5.827988572,5,,,0.489800003,0.934500009,0,,3212
UNC13A,chr19:17653320-17655274,chr19:17652677-17655274,-,acceptor,FALSE,yes,yes,467,FALSE,0.005,0.005,0.005,0.005,0.144,0.206,Intermediate,Bottom,0.079,0.079,0.258,0.432,0.384,0.604,0.604,0.603,Early,Top,-1.74324539,9.238029575,9,-0.331766797,-2.29294804,5,-0.681872878,2.118096608,4,7.54,10.03,0.1155,0.999400008,24,10,2597
UNC13A,chr19:17623216-17623542,chr19:17621870-17623542,-,acceptor,FALSE,yes,no,468,FALSE,,,,,,,,,0.031,0.031,0.068,0.118,0.166,0.166,0.201,0.246,Early,Bottom,0.238527942,9.585679431,9,,,,1.50327171,-1.78771388,3,8.46,10.44,0.0013,0.989200002,0,,1672
UNC13A,chr19:17642541-17642845,chr19:17641556-17642845,-,acceptor,FALSE,yes,no,466,FALSE,0.002,0.002,0.002,0.154,0.588,0.963,Early,Top,0,0,0.306,0.588,0.695,0.8,0.755,0.791,Early,Top,,,,,,,,,,8.74,8.41,0.0358,0.9986,0,,1289
UNC13A,chr19:17630750-17631476,chr19:17630750-17632782,-,donor,FALSE,yes,yes,471,FALSE,0.041,0.041,0.041,0.041,0.181,0.342,Intermediate,Medium,,,,,,,,,,,5.28551322,-5.182474984,6,-0.539382157,-1.66249562,5,,,,,,0.056200001,0.995400006,16,106,2032
UNC13A,chr19:17641556-17642414,chr19:17641556-17642845,-,donor,FALSE,yes,yes,466,FALSE,0.002,0.002,0.233,0.27,0.558,0.963,Early,Top,0.001,0.001,0.355,0.672,0.77,0.832,0.81,0.804,Early,Top,-4.284118774,2.227266108,3,0.89735062,5.41924094,4,-1.149464254,4.769322266,1,8.73,6.07,0.027500001,0.995100003,0,,1289
UNC13A,chr19:17621871-17623117,chr19:17621870-17623542,-,donor,FALSE,yes,yes,468,FALSE,,,,,,,,,0.09,0.09,0.09,0.376,0.417,0.508,0.53,0.53,Early,Top,-1.505538678,9.273073021,9,,,,-0.94004635,1.627978852,4,-24.34,-21.46,0.0124,0.983699995,0,,1672
UNC13A,chr19:17652677-17652953,chr19:17652677-17655274,-,donor,FALSE,yes,no,467,FALSE,,,,,,,Intermediate,,0.022,0.022,0.188,0.264,0.334,0.441,0.441,0.492,Early,Top,,,,,,,,,,5.26,12.48,0.0014,0.99920001,0,,2597
UNC13A,chr19:17618962-17623118,chr19:17618962-17623118,-,exon_skip,FALSE,yes,yes,470,FALSE,,,,,,,,,0.026,0.026,0.026,0.148,0.228,0.228,0.249,0.25,Intermediate,Bottom,-0.052980651,9.555918968,9,,,,1.137712021,-1.112527655,0,,,,,,,4156
UPF2,chr10:11921307-11926922,chr10:11921307-11929865,-,donor,FALSE,yes,yes,472,FALSE,,,,,,,,,0.001,0.001,0.074,0.196,0.166,0.161,0.201,0.218,Early,Bottom,0.292942,9.589438537,9,,,,1.422821133,-1.636731591,3,,,0.0035,0.999000001,20,18,8558
USP13,chr3:179701179-179706934,chr3:179701129-179706934,+,donor,TRUE,yes,yes,473,FALSE,,,,,,,,,0.022,0.022,0.372,0.432,0.558,0.671,0.669,0.662,Early,Top,-1.899264933,9.121075823,9,,,,-0.718041193,4.066570957,1,,,0.577499998,0.999400002,24,10,5805
USP31,chr16:23073880-23079996,chr16:23073880-23079946,-,donor,FALSE,no,yes,474,FALSE,,,,,,,,,0.208,0.208,0.208,0.454,0.451,0.511,0.511,0.55,Early,Medium,,,,,,,,,,,,0.999900001,0.995199996,16,2,6066
USP6NL,chr10:11487871-11489102,chr10:11485911-11489102,-,acceptor,FALSE,yes,no,475,FALSE,0.002,0.002,0.002,0.002,0.137,0.156,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,4.02,9.48,0.0283,0.998300004,20,42,3191
USP6NL,chr10:11485911-11487803,chr10:11485911-11489102,-,donor,FALSE,yes,yes,475,FALSE,0.002,0.002,0.002,0.002,0.002,0.17,Intermediate,Bottom,,,,,,,,,,,9.119022773,-3.724802047,2,-1.421102388,-5.645494375,1,,,,7.48,10.88,0.0062,0.999299997,20,6,3191
VAV2,chr9:133785885-133787246,chr9:133785885-133788354,-,donor,TRUE,no,yes,476,FALSE,0.411,0.411,0.411,0.411,0.411,0.683,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.999100012,0.989800012,0,,2469
VPS13A,chr9:77283471-77283547,chr9:77282274-77283547,+,donor,TRUE,no,yes,477,FALSE,0.258,0.529,0.529,0.541,0.716,0.894,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.995200008,0.980399984,0,,1273
VPS29,chr12:110499546-110502049,chr12:110496203-110502049,-,acceptor,TRUE,no,yes,478,FALSE,,,,,,,,,0.362,0.362,0.585,0.647,0.671,0.718,0.737,0.72,Early,Medium,,,,,,,,,,,,1,0.889700007,0,,5846
VPS29,chr12:110496203-110499535,chr12:110496203-110502049,-,donor,TRUE,no,no,478,FALSE,,,,,,,,,0.301,0.301,0.457,0.498,0.456,0.547,0.503,0.502,Early,Bottom,,,,,,,,,,,,1,0.999800003,0,,5846
VTI1A,chr10:112527164-112533530,chr10:112527164-112538246,+,acceptor,TRUE,no,no,479,FALSE,,,,,,,,,0.392,0.392,0.392,0.595,0.632,0.632,0.641,0.669,Early,Bottom,,,,,,,,,,,,1,0.997600001,16,126,11082
VTI1A,chr10:112533550-112538246,chr10:112527164-112538246,+,donor,TRUE,no,yes,479,FALSE,,,,,,,,,0.347,0.347,0.347,0.572,0.623,0.623,0.588,0.614,Early,Bottom,,,,,,,,,,,,1,1,0,,11082
WASH6P,chrX:156021148-156021694,chrX:156021148-156021694,+,exon_skip,FALSE,no,yes,480,FALSE,,,,,,,,,0.007,0.245,0.245,0.502,0.502,0.514,0.514,0.514,Early,Top,,,,,,,,,,,,,,,,546
WASL,chr7:123684580-123692347,chr7:123684580-123692347,-,exon_skip,FALSE,yes,yes,481,FALSE,,,,,,,,,0,0,0,0.359,0.511,0.671,0.702,0.749,Early,Top,-1.985351826,9.436319073,9,,,,-1.320266201,3.084302921,1,,,,,,,7767
WDFY3,chr4:84803467-84808334,chr4:84803467-84809887,-,donor,TRUE,no,yes,482,FALSE,,,,,,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.404,Late,Bottom,,,,,,,,,,,,0.999900001,0.9866,16,82,6420
WDR35,chr2:19978167-19978751,chr2:19975663-19978751,-,acceptor,FALSE,yes,no,483,FALSE,0.001,0.001,0.001,0.001,0.183,0.192,Intermediate,Bottom,0,0,0,0,0.18,0.256,0.222,0.305,Early,Medium,,,,,,,,,,4.17,5.46,0.0017,0.902399999,48,6,3088
WDR35,chr2:19975663-19977925,chr2:19975663-19978751,-,donor,FALSE,yes,yes,483,FALSE,0.001,0.001,0.001,0.215,0.383,0.469,Intermediate,Top,0.009,0.009,0.009,0.172,0.296,0.431,0.406,0.488,Early,Top,-2.465255489,3.145421146,4,-0.258510365,0.76157363,5,-1.486493828,0.696861692,4,10.29,10.4,0.0217,0.951300001,20,10,3088
WDR4,chr21:42843281-42850041,chr21:42843281-42850041,-,acceptor,TRUE,no,yes,484,FALSE,0.261,0.261,0.606,0.642,0.766,0.926,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.141,0.0022,0,,6760
WIZ,chr19:15437129-15442676,chr19:15437129-15442676,-,exon_skip,TRUE,yes,yes,485,FALSE,0.026,0.042,0.026,0.026,0.026,0.24,Late,Bottom,,,,,,,,,,,6.854625979,-3.514939638,2,-1.623558517,-3.956031559,1,,,,,,,,,,5547
WNK1,chr12:880031-881692,chr12:880031-881692,+,exon_skip,FALSE,yes,yes,486,FALSE,0.029,0.029,0.029,0.029,0.029,0.258,Late,Bottom,,,,,,,,,,,6.874696489,-3.547852186,2,-1.683544996,-3.770967297,1,,,,,,,,,,1661
WSB1,chr17:27306882-27307744,chr17:27306882-27309100,+,acceptor,TRUE,no,yes,487,FALSE,0.149,0.149,0.149,0.149,0.149,0.722,Late,Top,,,,,,,,,,,,,,,,,,,,,,1,1,16,14,2218
WWOX,chr16:78118500-78118955,chr16:78115154-78118955,+,donor,FALSE,yes,yes,488,FALSE,0.04,0.04,0.04,0.04,0.04,0.373,Late,Medium,,,,,,,,,,,5.295711553,-3.332385417,2,-2.629021345,-2.508104486,1,,,,,,0.280899996,0.998200017,0,,3801
ZDHHC11B,chr5:733156-733752,chr5:732664-733752,-,acceptor,FALSE,no,yes,489,FALSE,,,,,,,,,0.108,0.338,0.618,0.698,0.713,0.836,0.836,0.852,Early,Top,,,,,,,,,,,,0.0067,0.0028,44,26,1088
ZDHHC16,chr10:97453846-97454714,chr10:97453663-97454714,+,donor,TRUE,no,yes,490,FALSE,0.399,0.399,0.399,0.399,0.399,0.656,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.999800003,0.9949,0,,1051
ZFP91,chr11:58616815-58616993,chr11:58616815-58617196,+,acceptor,FALSE,yes,yes,491,FALSE,0.001,0.001,0.001,0.001,0.111,0.312,Intermediate,Medium,,,,,,,,,,,5.391145683,-4.980115064,6,-0.779886401,-1.985265169,5,,,,8.64,8.34,0.0015,0.999900001,40,74,381
ZFP91,chr11:58617054-58617196,chr11:58616815-58617196,+,donor,FALSE,yes,no,491,FALSE,0.001,0.001,0.001,0.001,0.001,0.248,Intermediate,Bottom,,,,,,,,,,,,,,,,,,,,6.97,12.09,0.0002,0.996600002,40,14,381
ZGPAT,chr20:63709164-63732003,chr20:63709164-63733219,+,acceptor,FALSE,yes,yes,492,FALSE,,,,,,,Intermediate,,0.004,0.004,0.004,0.532,0.702,0.723,0.893,0.893,Early,Top,-2.076839662,9.281684293,9,,,,-1.255979315,3.806715449,1,4.83,9.65,0.330100003,0.994400007,24,74,24055
ZGPAT,chr20:63732045-63733219,chr20:63709164-63733219,+,donor,FALSE,yes,no,492,FALSE,0.003,0.003,0.003,0.297,0.374,0.605,Intermediate,Top,0.004,0.004,0.004,0.351,0.462,0.513,0.78,0.78,Early,Top,,,,,,,,,,6.96,10.5,0.377699998,0.994700003,28,126,24055
ZKSCAN7,chr3:44568433-44582972,chr3:44568433-44582972,+,exon_skip,TRUE,no,yes,493,FALSE,,,,,,,,,0.029,0.029,0.029,0.296,0.301,0.375,0.375,0.375,Early,Medium,,,,,,,,,,,,,,,,14539
ZMAT3,chr3:179071447-179071595,chr3:179067809-179071595,-,acceptor,TRUE,no,no,494,FALSE,0.197,0.197,0.383,0.4,0.465,0.644,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.0185,0.545799993,16,138,3786
ZMAT3,chr3:179067809-179071327,chr3:179067809-179071595,-,donor,TRUE,no,yes,494,FALSE,0.22,0.22,0.573,0.573,0.543,0.745,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.0013,0.867599997,16,18,3786
ZNF138,chr7:64794571-64814918,chr7:64794571-64831451,+,acceptor,TRUE,no,yes,495,FALSE,,,,,,,,,0.621,0.621,0.911,0.911,0.886,0.886,0.842,0.886,Early,Bottom,,,,,,,,,,,,0.403500003,0.079600001,36,2,36880
ZNF157,chrX:47411919-47412369,chrX:47410775-47412368,+,donor,FALSE,yes,yes,496,FALSE,0.089,0.089,0.089,0.333,0.467,0.723,Intermediate,Top,,,,,,,,,,,-6.16149057,-7.658942894,1,0.862274109,4.479199883,4,,,,,,0.476000002,0.373399998,16,130,
ZNF185,chrX:152932971-152936418,chrX:152932971-152938074,+,acceptor,TRUE,yes,yes,497,FALSE,0.025,0.025,0.025,0.025,0.025,0.382,Late,Medium,,,,,,,,,,,5.413657044,-3.277895228,2,-2.898591331,-2.541391675,1,,,,,,0.0248,0.0029,0,,5103
ZNF195,chr11:3362602-3363303,chr11:3362602-3370975,-,donor,FALSE,no,yes,498,FALSE,0.162,0.162,0.706,0.808,0.808,0.779,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.036300001,0.044200001,24,14,8373
ZNF207,chr17:32365487-32367772,chr17:32365487-32367772,+,exon_skip,TRUE,no,yes,499,FALSE,,,,,,,,,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.725,Late,Bottom,,,,,,,,,,,,,,,,2285
ZNF266,chr19:9418895-9419051,chr19:9418631-9419051,-,acceptor,TRUE,no,yes,500,FALSE,0.179,0.179,0.503,0.503,0.679,0.862,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.099200001,0.0093,16,130,420
ZNF266,chr19:9418631-9418762,chr19:9418631-9419217,-,donor,TRUE,no,no,500,FALSE,0.078,0.078,0.136,0.136,0.179,0.412,Early,Medium,,,,,,,,,,,,,,,,,,,,,,0.0412,0.297399994,20,110,586
ZNF382,chr19:36605521-36607552,chr19:36605730-36607552,+,acceptor,FALSE,yes,yes,502,FALSE,0.006,0.006,0.321,0.431,0.404,0.546,Early,Top,,,,,,,,,,,-6.591715749,-7.581489758,1,1.625314878,3.704343247,4,,,,,,0.219599998,0.0027,0,,1822
ZNF383,chr19:37218274-37230409,chr19:37218274-37230409,+,exon_skip,FALSE,yes,yes,503,FALSE,0.007,0.198,0.55,0.55,0.608,0.608,Early,Top,,,,,,,,,,,-6.597877248,-7.361079915,1,1.704270615,4.186669215,4,,,,,,,,,,12135
ZNF384,chr12:6678710-6678946,chr12:6678460-6678946,-,acceptor,TRUE,no,no,504,FALSE,0.662,0.662,0.662,0.662,0.662,0.895,Late,Bottom,,,,,,,,,,,,,,,,,,,,,,0.99920001,0.9995,0,,486
ZNF384,chr12:6678460-6678663,chr12:6678460-6678946,-,donor,TRUE,no,yes,504,FALSE,0.617,0.617,0.617,0.617,0.617,0.908,Late,Medium,,,,,,,,,,,,,,,,,,,,,,0.998700005,0.99780001,0,,486
ZNF528,chr19:52414368-52414939,chr19:52406643-52415123,+,acceptor,TRUE,no,yes,505,FALSE,0.014,0.273,0.519,0.493,0.481,0.545,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.015,0.068700001,0,,8480
ZNF529,chr19:36572392-36573043,chr19:36572392-36573140,-,donor,FALSE,yes,yes,506,FALSE,0.005,0.005,0.517,0.647,0.747,0.761,Early,Top,0.094,0.368,0.771,0.817,0.813,0.798,0.777,0.876,Early,Top,-4.93989022,2.391605781,3,0.538617576,6.636553852,3,-1.379627775,5.638746873,1,,,0.0324,0.815600002,24,22,748
ZNF565,chr19:36202050-36203447,chr19:36202050-36214622,-,donor,TRUE,no,yes,507,FALSE,,,,,,,,,0.007,0.281,0.72,0.678,0.751,0.732,0.738,0.713,Early,Top,,,,,,,,,,,,0.705599993,0.600999999,0,,12572
ZNF569,chr19:37466805-37467083,chr19:37465473-37467084,-,acceptor,FALSE,no,yes,508,FALSE,0.068,0.381,0.605,0.566,0.658,0.851,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.0039,0.0079,16,54,1611
ZNF570,chr19:37469655-37470304,chr19:37469557-37470304,+,donor,TRUE,yes,yes,509,FALSE,0.042,0.244,0.244,0.22,0.222,0.383,Early,Medium,,,,,,,,,,,-2.274188249,-6.609285507,7,2.801459226,0.747977239,2,,,,,,0.0067,0.002,20,30,747
ZNF608,chr5:124746283-124748533,chr5:124745172-124748533,-,acceptor,FALSE,yes,yes,510,FALSE,0.003,0.088,0.321,0.321,0.285,0.346,Early,Medium,,,,,,,,,,,-6.962958295,-8.045104903,1,2.179912406,2.005838999,2,,,,,,0.999800003,0.999900001,36,98,3361
ZNF608,chr5:124637906-124638782,chr5:124637906-124639133,-,donor,TRUE,no,yes,511,FALSE,0.047,0.243,0.243,0.201,0.24,0.247,Early,Bottom,,,,,,,,,,,,,,,,,,,,,,0.959700006,0.997100002,0,,1227
ZNF630,chrX:48060203-48060450,chrX:48060199-48060450,-,acceptor,TRUE,no,yes,512,FALSE,,,,,,,,,0.657,0.657,0.928,0.957,0.957,0.966,0.987,0.99,Early,Medium,,,,,,,,,,,,0.1272,0.0157,68,22,251
ZNF681,chr19:23747101-23754823,chr19:23745323-23758746,-,acceptor,FALSE,yes,no,513,FALSE,0.005,0.005,0.005,0.005,0.005,0.223,Early,Bottom,,,,,,,,,,,,,,,,,,,,,,0.3083,0.238600003,20,6,13423
ZNF681,chr19:23755551-23758747,chr19:23745323-23758746,-,acceptor,TRUE,no,yes,514,FALSE,0.415,0.415,0.687,0.829,0.899,0.989,Early,Top,0.714,0.714,0.714,0.968,0.968,0.986,0.943,0.995,Early,Medium,,,,,,,,,,,,0.0288,0.0024,52,2,13423
ZNF681,chr19:23745323-23754823,chr19:23745323-23758746,-,donor,TRUE,no,no,514,FALSE,0.511,0.511,0.765,0.801,0.857,0.975,Early,Top,0.742,0.742,0.742,0.969,0.969,0.988,0.955,0.998,Early,Bottom,,,,,,,,,,,,0.238600003,0.516499999,0,,13423
ZNF700,chr19:11925273-11947172,chr19:11925273-11947181,+,acceptor,TRUE,yes,yes,515,FALSE,0.011,0.011,0.011,0.011,0.011,0.337,Late,Medium,,,,,,,,,,,5.846264538,-3.17422001,2,-2.59329367,-2.840067908,1,,,,,,0.273099999,0.0266,16,26,21908
ZNF780B,chr19:40050377-40055416,chr19:40050377-40056101,-,donor,TRUE,no,yes,516,FALSE,0.427,0.427,0.818,0.877,0.877,0.829,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.054900001,0.0259,0,,5724
ZNF826P,chr19:20409956-20417666,chr19:20409024-20424785,-,acceptor,FALSE,yes,no,520,FALSE,0.004,0.004,0.217,0.338,0.553,0.507,Early,Top,,,,,,,,,,,,,,,,,,,,,,0.0092,0.0228,36,2,15761
ZNF826P,chr19:20406132-20408950,chr19:20341101-20408950,-,acceptor,TRUE,no,yes,518,FALSE,,,,,,,,,0.502,0.502,0.502,0.782,0.844,0.813,0.782,0.809,Early,Medium,,,,,,,,,,,,0.0101,0.0195,0,,67849
ZNF826P,chr19:20409045-20409830,chr19:20409045-20424786,-,donor,TRUE,no,no,518,FALSE,,,,,,,,,0.241,0.449,0.674,0.671,0.859,0.842,0.856,0.859,Early,Top,,,,,,,,,,,,0.7472,0.0114,24,126,15741
ZNF826P,chr19:20409956-20424786,chr19:20409956-20424786,-,exon_skip,TRUE,no,yes,519,FALSE,0.041,0.041,0.439,0.506,0.642,0.706,Early,Top,0.209,0.209,0.592,0.673,0.77,0.816,0.79,0.784,Early,Top,,,,,,,,,,,,,,,,14830
ZNF90,chr19:20105316-20117781,chr19:20105316-20125006,+,acceptor,TRUE,no,yes,517,FALSE,0.283,0.283,0.411,0.563,0.563,0.726,Intermediate,Top,,,,,,,,,,,,,,,,,,,,,,0.191500001,0.085500001,0,,19690
