dox0_sh,paste_into_igv_junction,dox0125,dox0187,dox021,dox025,dox075,timing_shsy5y,max_psi_sh,dox0_be2,dox002,dox003,dox004,dox005,dox0075,dox01,dox1,timing_be2,max_psi_be2,junction_for_clustering,gene,strand,junction_cat,cryptic,ID_exon,UMAP_1_together,UMAP_2_together,cluster_together,UMAP_1_sh,UMAP_2_sh,cluster_sh,UMAP_1_be2,UMAP_2_be2,cluster_be2,last_exon
0.033,chr7:120810570-120814005,0.033,0.033,0.033,0.033,0.266,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TSPAN12,-,donor,yes,459,6.81695842,-3.508527263,2,-1.663607104,-3.693484641,1,NA,NA,NA,FALSE
0.028,chr21:44511071-44515497,0.028,0.028,0.028,0.028,0.242,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TSPEAR-AS1,+,donor,yes,460,7.005194822,-3.59896074,2,-1.632010071,-3.8674118,1,NA,NA,NA,FALSE
0.466,chr17:58309380-58309967,0.466,0.816,0.816,0.871,0.991,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TSPOAP1,-,acceptor,no,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.014,chr14:88831647-88833693,0.014,0.014,0.014,0.014,0.316,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,TTC8,+,donor,yes,462,6.119705465,-3.155653114,2,-2.32628818,-3.257547616,1,NA,NA,NA,FALSE
NA,chr8:102239898-102244005,NA,NA,NA,NA,NA,NA,NA,0.012,0.012,0.092,0.336,0.336,0.353,0.442,0.567,Early,Top,yes,UBR5-DT,+,novel_donor,yes,463,-1.185833026,9.443976444,9,NA,NA,NA,-1.043301498,1.136610388,4,FALSE
0.453,chr17:44212006-44212344,0.453,0.739,0.735,0.753,0.759,Early,Medium,0.482,0.482,0.482,0.69,0.692,0.763,0.804,0.784,Early,Medium,yes,UBTF,-,annotated,no,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.482,chr17:44212454-44212819,0.482,0.721,0.726,0.767,0.78,Early,Medium,0.508,0.508,0.508,0.508,0.508,0.769,0.813,0.773,Early,Bottom,no,UBTF,-,annotated,no,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr13:95887393-95887892,NA,NA,NA,NA,NA,NA,NA,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.319,Late,Bottom,yes,UGGT2,-,annotated,yes,465,2.028694782,1.994826222,5,NA,NA,NA,3.947852035,-5.827988572,5,FALSE
0.041,chr19:17630750-17631476,0.041,0.041,0.041,0.181,0.342,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,UNC13A,-,donor,yes,471,5.28551322,-5.182474984,6,-0.539382157,-1.66249562,5,NA,NA,NA,FALSE
0.002,chr19:17641556-17642414,0.002,0.233,0.27,0.558,0.963,Early,Top,0.001,0.001,0.355,0.672,0.77,0.832,0.81,0.804,Earli,Top,yes,UNC13A,-,novel_donor,yes,466,-4.284118774,2.227266108,3,0.89735062,5.41924094,4,-1.149464254,4.769322266,1,FALSE
0.005,chr19:17653320-17655274,0.005,0.005,0.005,0.144,0.206,Intermediate,Bottom,0.079,0.079,0.258,0.432,0.384,0.604,0.604,0.603,Early,Top,yes,UNC13A,-,novel_acceptor,yes,467,-1.74324539,9.238029575,9,-0.331766797,-2.29294804,5,-0.681872878,2.118096608,4,FALSE
NA,chr19:17618962-17623118,NA,NA,NA,NA,NA,NA,NA,0.026,0.026,0.026,0.148,0.228,0.228,0.249,0.25,Intermediate,Bottom,yes,UNC13A,-,skip,yes,470,-0.052980651,9.555918968,9,NA,NA,NA,1.137712021,-1.112527655,0,FALSE
NA,chr19:17621871-17623117,NA,NA,NA,NA,NA,NA,NA,0.09,0.09,0.09,0.376,0.417,0.508,0.53,0.53,Early,Top,yes,UNC13A,-,novel_donor,yes,468,-1.505538678,9.273073021,9,NA,NA,NA,-0.94004635,1.627978852,4,FALSE
NA,chr19:17623216-17623542,NA,NA,NA,NA,NA,NA,NA,0.031,0.031,0.068,0.118,0.166,0.166,0.201,0.246,Early,Bottom,no,UNC13A,-,novel_acceptor,yes,468,0.238527942,9.585679431,9,NA,NA,NA,1.50327171,-1.78771388,3,FALSE
0.002,chr19:17642541-17642845,0.002,0.002,0.154,0.588,0.963,Early,Top,0,0,0.306,0.588,0.695,0.8,0.755,0.791,Earli,Top,no,UNC13A,-,novel_acceptor,yes,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr19:17652677-17652953,NA,NA,NA,NA,NA,Intermediate,NA,0.022,0.022,0.188,0.264,0.334,0.441,0.441,0.492,Early,Top,no,UNC13A,-,novel_donor,yes,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr10:11921307-11926922,NA,NA,NA,NA,NA,NA,NA,0.001,0.001,0.074,0.196,0.166,0.161,0.201,0.218,Early,Bottom,yes,UPF2,-,novel_donor,yes,472,0.292942,9.589438537,9,NA,NA,NA,1.422821133,-1.636731591,3,FALSE
NA,chr3:179701179-179706934,NA,NA,NA,NA,NA,NA,NA,0.022,0.022,0.372,0.432,0.558,0.671,0.669,0.662,Earli,Top,yes,USP13,+,annotated,yes,473,-1.899264933,9.121075823,9,NA,NA,NA,-0.718041193,4.066570957,1,FALSE
NA,chr16:23073880-23079996,NA,NA,NA,NA,NA,NA,NA,0.208,0.208,0.208,0.454,0.451,0.511,0.511,0.55,Early,Medium,yes,USP31,-,novel_donor,no,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.002,chr10:11485911-11487803,0.002,0.002,0.002,0.002,0.17,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,USP6NL,-,donor,yes,475,9.119022773,-3.724802047,2,-1.421102388,-5.645494375,1,NA,NA,NA,FALSE
0.002,chr10:11487871-11489102,0.002,0.002,0.002,0.137,0.156,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,USP6NL,-,acceptor,yes,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.411,chr9:133785885-133787246,0.411,0.411,0.411,0.411,0.683,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,VAV2,-,donor,no,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.258,chr9:77283471-77283547,0.529,0.529,0.541,0.716,0.894,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,VPS13A,+,donor,no,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr12:110499546-110502049,NA,NA,NA,NA,NA,NA,NA,0.362,0.362,0.585,0.647,0.671,0.718,0.737,0.72,Early,Medium,yes,VPS29,-,annotated,no,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr12:110496203-110499535,NA,NA,NA,NA,NA,NA,NA,0.301,0.301,0.457,0.498,0.456,0.547,0.503,0.502,Early,Bottom,no,VPS29,-,annotated,no,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr10:112533550-112538246,NA,NA,NA,NA,NA,NA,NA,0.347,0.347,0.347,0.572,0.623,0.623,0.588,0.614,Early,Bottom,yes,VTI1A,+,annotated,no,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr10:112527164-112533530,NA,NA,NA,NA,NA,NA,NA,0.392,0.392,0.392,0.595,0.632,0.632,0.641,0.669,Early,Bottom,no,VTI1A,+,annotated,no,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chrX:156021148-156021694,NA,NA,NA,NA,NA,NA,NA,0.007,0.245,0.245,0.502,0.502,0.514,0.514,0.514,Earli,Top,yes,WASH6P,+,novel_exon_skip,no,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr7:123684580-123692347,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.359,0.511,0.671,0.702,0.749,Early,Top,yes,WASL,-,novel_exon_skip,yes,481,-1.985351826,9.436319073,9,NA,NA,NA,-1.320266201,3.084302921,1,FALSE
NA,chr4:84803467-84808334,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.404,Late,Bottom,yes,WDFY3,-,annotated,no,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.001,chr2:19975663-19977925,0.001,0.001,0.215,0.383,0.469,Intermediate,Top,0.009,0.009,0.009,0.172,0.296,0.431,0.406,0.488,Early,Top,yes,WDR35,-,novel_donor,yes,483,-2.465255489,3.145421146,4,-0.258510365,0.76157363,5,-1.486493828,0.696861692,4,FALSE
0.001,chr2:19978167-19978751,0.001,0.001,0.001,0.183,0.192,Intermediate,Bottom,0,0,0,0,0.18,0.256,0.222,0.305,Early,Medium,no,WDR35,-,novel_acceptor,yes,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.261,chr21:42843281-42850041,0.261,0.606,0.642,0.766,0.926,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,WDR4,-,acceptor,no,484,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.026,chr19:15437129-15442676,0.042,0.026,0.026,0.026,0.24,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,WIZ,-,skip,yes,485,6.854625979,-3.514939638,2,-1.623558517,-3.956031559,1,NA,NA,NA,FALSE
0.029,chr12:880031-881692,0.029,0.029,0.029,0.029,0.258,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,WNK1,+,skip,yes,486,6.874696489,-3.547852186,2,-1.683544996,-3.770967297,1,NA,NA,NA,FALSE
0.149,chr17:27306882-27307744,0.149,0.149,0.149,0.149,0.722,Late,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,WSB1,+,acceptor,no,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.04,chr16:78118500-78118955,0.04,0.04,0.04,0.04,0.373,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,WWOX,+,donor,yes,488,5.295711553,-3.332385417,2,-2.629021345,-2.508104486,1,NA,NA,NA,FALSE
NA,chr5:733156-733752,NA,NA,NA,NA,NA,NA,NA,0.108,0.338,0.618,0.698,0.713,0.836,0.836,0.852,Earli,Top,yes,ZDHHC11B,-,novel_acceptor,no,489,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.399,chr10:97453846-97454714,0.399,0.399,0.399,0.399,0.656,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZDHHC16,+,donor,no,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.001,chr11:58616815-58616993,0.001,0.001,0.001,0.111,0.312,Intermediate,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZFP91,+,acceptor,yes,491,5.391145683,-4.980115064,6,-0.779886401,-1.985265169,5,NA,NA,NA,FALSE
0.001,chr11:58617054-58617196,0.001,0.001,0.001,0.001,0.248,Intermediate,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,ZFP91,+,donor,yes,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr20:63709164-63732003,NA,NA,NA,NA,NA,Intermediate,NA,0.004,0.004,0.004,0.532,0.702,0.723,0.893,0.893,Early,Top,yes,ZGPAT,+,ambig_gene,yes,492,-2.076839662,9.281684293,9,NA,NA,NA,-1.255979315,3.806715449,1,FALSE
0.003,chr20:63732045-63733219,0.003,0.003,0.297,0.374,0.605,Intermediate,Top,0.004,0.004,0.004,0.351,0.462,0.513,0.78,0.78,Early,Top,no,ZGPAT,+,ambig_gene,yes,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr3:44568433-44582972,NA,NA,NA,NA,NA,NA,NA,0.029,0.029,0.029,0.296,0.301,0.375,0.375,0.375,Early,Medium,yes,ZKSCAN7,+,skip,no,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.22,chr3:179067809-179071327,0.22,0.573,0.573,0.543,0.745,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZMAT3,-,donor,no,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.197,chr3:179071447-179071595,0.197,0.383,0.4,0.465,0.644,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,ZMAT3,-,acceptor,no,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr7:64794571-64814918,NA,NA,NA,NA,NA,NA,NA,0.621,0.621,0.911,0.911,0.886,0.886,0.842,0.886,Early,Bottom,yes,ZNF138,+,annotated,no,495,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.089,chrX:47411919-47412369,0.089,0.089,0.333,0.467,0.723,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF157,+,donor,yes,496,-6.16149057,-7.658942894,1,0.862274109,4.479199883,4,NA,NA,NA,FALSE
0.025,chrX:152932971-152936418,0.025,0.025,0.025,0.025,0.382,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF185,+,acceptor,yes,497,5.413657044,-3.277895228,2,-2.898591331,-2.541391675,1,NA,NA,NA,FALSE
0.162,chr11:3362602-3363303,0.162,0.706,0.808,0.808,0.779,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF195,-,donor,no,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr17:32365487-32367772,NA,NA,NA,NA,NA,NA,NA,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.725,Late,Bottom,yes,ZNF207,+,skip,no,499,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.179,chr19:9418895-9419051,0.179,0.503,0.503,0.679,0.862,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF266,-,acceptor,no,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.078,chr19:9418631-9418762,0.078,0.136,0.136,0.179,0.412,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,ZNF266,-,donor,no,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.024,chr19:14689920-14693451,0.024,0.024,0.024,0.024,0.305,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF333,+,skip,yes,501,6.368397011,-3.315290457,2,-2.148218484,-3.358558526,1,NA,NA,NA,FALSE
0.006,chr19:36605521-36607552,0.006,0.321,0.431,0.404,0.546,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF382,+,acceptor,yes,502,-6.591715749,-7.581489758,1,1.625314878,3.704343247,4,NA,NA,NA,FALSE
0.007,chr19:37218274-37230409,0.198,0.55,0.55,0.608,0.608,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF383,+,skip,yes,503,-6.597877248,-7.361079915,1,1.704270615,4.186669215,4,NA,NA,NA,FALSE
0.617,chr12:6678460-6678663,0.617,0.617,0.617,0.617,0.908,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF384,-,donor,no,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.662,chr12:6678710-6678946,0.662,0.662,0.662,0.662,0.895,Late,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,ZNF384,-,acceptor,no,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.014,chr19:52414368-52414939,0.273,0.519,0.493,0.481,0.545,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF528,+,acceptor,no,505,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.005,chr19:36572392-36573043,0.005,0.517,0.647,0.747,0.761,Earli,Top,0.094,0.368,0.771,0.817,0.813,0.798,0.777,0.876,Earli,Top,yes,ZNF529,-,novel_donor,yes,506,-4.93989022,2.391605781,3,0.538617576,6.636553852,3,-1.379627775,5.638746873,1,FALSE
NA,chr19:36202050-36203447,NA,NA,NA,NA,NA,NA,NA,0.007,0.281,0.72,0.678,0.751,0.732,0.738,0.713,Earli,Top,yes,ZNF565,-,annotated,no,507,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.068,chr19:37466805-37467083,0.381,0.605,0.566,0.658,0.851,Earli,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF569,-,acceptor,no,508,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.042,chr19:37469655-37470304,0.244,0.244,0.22,0.222,0.383,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF570,+,donor,yes,509,-2.274188249,-6.609285507,7,2.801459226,0.747977239,2,NA,NA,NA,FALSE
0.003,chr5:124746283-124748533,0.088,0.321,0.321,0.285,0.346,Early,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF608,-,acceptor,yes,510,-6.962958295,-8.045104903,1,2.179912406,2.005838999,2,NA,NA,NA,FALSE
0.047,chr5:124637906-124638782,0.243,0.243,0.201,0.24,0.247,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF608,-,donor,no,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chrX:48060203-48060450,NA,NA,NA,NA,NA,NA,NA,0.657,0.657,0.928,0.957,0.957,0.966,0.987,0.99,Early,Medium,yes,ZNF630,-,annotated,no,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.005,chr19:23747101-23754823,0.005,0.005,0.005,0.005,0.223,Early,Bottom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,ZNF681,-,acceptor,yes,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.415,chr19:23755551-23758747,0.415,0.687,0.829,0.899,0.989,Early,Top,0.714,0.714,0.714,0.968,0.968,0.986,0.943,0.995,Early,Medium,yes,ZNF681,-,annotated,no,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.511,chr19:23745323-23754823,0.511,0.765,0.801,0.857,0.975,Early,Top,0.742,0.742,0.742,0.969,0.969,0.988,0.955,0.998,Early,Bottom,no,ZNF681,-,annotated,no,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.011,chr19:11925273-11947172,0.011,0.011,0.011,0.011,0.337,Late,Medium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF700,+,acceptor,yes,515,5.846264538,-3.17422001,2,-2.59329367,-2.840067908,1,NA,NA,NA,FALSE
0.427,chr19:40050377-40055416,0.427,0.818,0.877,0.877,0.829,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF780B,-,donor,no,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.004,chr19:20409956-20417666,0.004,0.217,0.338,0.553,0.507,Early,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,ZNF826P,-,acceptor,yes,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.041,chr19:20409956-20424786,0.041,0.439,0.506,0.642,0.706,Early,Top,0.209,0.209,0.592,0.673,0.77,0.816,0.79,0.784,Earli,Top,yes,ZNF826P,-,skip,no,519,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr19:20406132-20408950,NA,NA,NA,NA,NA,NA,NA,0.502,0.502,0.502,0.782,0.844,0.813,0.782,0.809,Earli,Medium,yes,ZNF826P,-,annotated,no,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
NA,chr19:20409045-20409830,NA,NA,NA,NA,NA,NA,NA,0.241,0.449,0.674,0.671,0.859,0.842,0.856,0.859,Earli,Top,no,ZNF826P,-,annotated,no,518,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
0.283,chr19:20105316-20117781,0.283,0.411,0.563,0.563,0.726,Intermediate,Top,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ZNF90,+,acceptor,no,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
